@relation glass-train

@attribute RI numeric
@attribute Na numeric
@attribute Mg numeric
@attribute Al numeric
@attribute Si numeric
@attribute K numeric
@attribute Ca numeric
@attribute Ba numeric
@attribute Fe numeric
@attribute cluster {C00,C01,C02,C03,C04}

@data
18.916437,54.96368,79.732739,68.306011,65.086206,55.454542,10.537871,0,0,?
18.273645,77.23971,78.396437,52.459016,66.163794,33.636363,9.440177,0,39.999999,C01
17.309458,51.57385,78.396437,100,61.422414,62.72727,9.769485,0,0,C01
17.355372,61.01695,76.837416,62.295082,72.413793,55.454542,8.56202,0,0,C01
19.788797,64.891042,79.064588,52.459016,64.655173,61.818183,11.196487,0,0,C01
17.401285,57.142858,78.396437,68.852458,65.948276,61.818183,10.64764,0,25.714286,C01
18.82461,63.680387,79.732739,65.573771,62.715517,40.909091,12.403952,0,0,C01
16.253443,60.774819,77.728285,64.480875,74.13793,34.545456,10.428102,0,0,C01
19.742883,64.648911,77.728285,67.213114,61.206897,60.90909,10.976949,0,28.571428,C01
18.503214,55.205811,77.951002,65.027322,66.37931,54.545455,11.416027,0,0,C01
28.741964,53.268766,83.296214,44.808742,53.232759,58.181816,20.636663,0,62.857143,C00
17.125803,57.86925,75.946548,70.491803,74.353448,6.363635,14.379803,0,54.285714,?
17.21763,60.774819,74.387528,64.480875,70.905172,35.454543,12.513722,0,0,C01
19.008264,47.941889,74.164811,65.573771,74.784483,60.90909,12.733261,0,0,C01
28.741964,55.447942,80.623608,42.076503,54.525861,58.181816,22.502745,0,42.857143,C01
20.202019,48.910412,63.474388,62.84153,74.568965,51.818181,18.770582,3.492063,62.857143,C00
23.645546,39.225181,60.579065,73.224043,65.948276,63.636364,23.600439,0,0,C01
27.777777,45.762713,61.469933,29.508197,86.206896,31.818182,25.686059,0,57.142857,C00
54.86685,75.060532,64.587973,48.087431,28.87931,7.272728,40.724478,0,0,C03
57.85124,17.433415,0,86.885245,51.293103,73.63636,67.618002,0,97.142858,?
87.695133,0,0,98.907104,0,52.727274,68.276619,100,80,?
46.235078,89.588378,0,38.797814,61.637931,9.090909,48.737651,0,22.857144,?
27.68595,72.397095,0,14.754098,100,0,42.919868,0,0,?
66.528925,12.106538,0,26.229508,73.275862,0,83.424808,0,0,?
71.717172,46.246974,0,20.765027,47.629311,5.454548,80.351262,0,0,?
31.083562,66.101696,85.300668,53.005465,59.051724,51.818181,12.403952,0,39.999999,C01
28.971533,64.891042,86.636971,56.830601,55.387931,46.363633,13.172339,0,0,C01
22.635445,72.397095,81.959911,83.060109,48.491379,58.181816,8.78156,0,0,C01
21.028466,62.227604,81.069042,67.759562,58.62069,59.090909,10.428102,0,82.857143,C00
28.879706,61.01695,83.741648,56.284152,55.818965,52.727274,14.709111,0,0,C01
20.56933,53.268766,78.841871,72.677596,67.887931,58.181816,10.428102,0,60.000001,C00
21.671257,60.532688,78.841871,65.027322,65.301724,50.909088,11.196487,0,0,C01
22.589532,66.585956,77.505568,77.595628,58.405172,56.363635,9.989024,0,0,C01
30.165289,53.268766,81.514477,69.398907,58.189655,52.727274,16.136115,0,34.285715,C01
20.752984,53.510896,80.400891,53.005465,63.362069,50.909088,16.684963,0,0,C01
36.960514,78.692493,30.066815,73.224043,42.025863,35.454543,38.199781,0,51.428572,?
44.168962,73.123487,22.494432,58.469945,51.293103,30.000001,44.56641,0,0,?
64.233241,71.912833,0,58.469945,30.818965,17.272725,69.813392,0,28.571428,?
27.456382,65.375303,88.641425,48.63388,57.758621,52.727274,11.745335,0,0,C01
26.859504,72.154964,87.52784,68.306011,43.103449,49.090907,12.403952,0,42.857143,C01
27.364555,62.953995,85.746102,52.459016,64.00862,47.272726,11.416027,0,0,C01
26.354453,59.564164,86.859688,55.191256,54.310345,50,14.928651,0,80,C00
22.773186,52.300242,80.623608,69.945354,67.887931,55.454542,11.306257,0,0,C01
21.074379,51.815981,79.287305,73.770492,71.767242,59.090909,9.989024,0,0,C01
21.808999,62.953995,78.841871,72.131147,58.836207,61.818183,11.306257,0,0,C01
29.201102,59.806295,80.846325,42.62295,65.086206,51.818181,14.599342,2.857143,48.571428,C01
20.523415,51.331719,78.173719,62.84153,68.965517,61.818183,12.623491,1.904762,71.428572,C00
22.681359,54.96368,77.282851,81.967213,62.715517,59.999997,12.074644,0,0,C01
20.431588,54.721549,70.824053,51.36612,68.103448,52.727274,18.990121,0,68.571429,C00
18.135904,62.953995,78.619154,57.377048,61.637931,50.909088,13.721186,0,0,C01
20.890725,60.774819,79.510022,59.562841,62.284483,50.909088,14.928651,0,28.571428,C01
