Attribute1,Attribute2,Attribute3,Attribute4,Cluster
0.056245,3.530647,-0.573431,-1.359105,C2
3.883258,11.167584,0.535645,1.269152,C2
4.966988,19.872477,-1.868706,1.08251,C2
3.495173,15.088487,-1.177975,1.175011,C2
1.187144,-2.07513,0.513245,0.83147,C2
0.496048,-1.974689,-0.748151,-0.80939,C2
4.000522,12.86621,-0.986953,0.466553,C2
0.628578,0.187764,-0.639406,-1.993605,C2
4.641541,19.708013,-0.3346,0.500827,C2
4.729728,19.101585,0.037575,2.237892,C2
4.30649,18.763281,1.381481,0.334189,C2
4.673501,16.492475,-0.63464,2.05584,C2
0.568901,-2.394837,-0.173976,-2.513642,C2
-0.196739,1.426161,0.433442,-1,C2
0.114611,-5.80093,0.490246,0.55557,C2
3.667211,17.16232,0.261318,2.795352,C2
0.262182,-1.186468,-0.889411,-1.754497,C2
4.333068,18.646298,-0.275411,1.338808,C2
0.181797,8.961218,-0.516956,-2.073671,C2
3.69632,21.012756,0.363124,0.137403,C2
1.166812,13.807925,0.712937,0.92388,C2
3.386157,19.134262,0.784496,2.512854,C2
3.5775,8.183583,-0.652719,0.984452,C2
0.620724,9.739952,-0.394368,-2.383198,C2
0.836793,-0.159593,-0.65712,-2.046997,C2
-0.536425,-10.688055,0.670785,0.382683,C2
3.359091,19.154072,-0.809487,1.51063,C2
3.039602,9.494545,-0.011535,1.177987,C2
0.937105,13.07633,-0.85572,-1.510689,C2
4.844806,17.473577,-0.395483,0.786445,C2
4.146233,19.16166,0.841232,1.486747,C2
0.353673,5.30677,-0.241636,-1.528186,C2
1.702127,-2.087042,0.897055,-0.55557,C2
3.322138,8.283415,-1.352272,1.825997,C2
0.368396,6.369791,-0.992633,-1.884282,C2
4.389983,10.931075,0.252748,2.908388,C2
4.700141,21.53775,0.493776,1.541047,C2
-0.23725,6.018136,0.858675,0.83147,C2
4.330216,12.926765,1.052062,0.85497,C2
-2.063004,-4.00345,0.178144,-0.19509,C2
4.257012,21.221541,-0.401296,2.406249,C2
0.454545,2.320133,-0.906482,-0.970537,C2
0.825611,1.10311,-0.201019,-1.115949,C2
-0.190587,-0.773487,0.472724,-0.19509,C2
3.24186,16.791502,-0.676225,0.954912,C2
4.710323,17.8584,-0.156873,1.230923,C2
4.809464,11.471335,-0.34083,0.565418,C2
4.832255,19.659688,1.559333,2.280849,C2
3.385842,13.084943,0.176397,2.14356,C2
0.370575,-6.512058,-0.475159,-2.874978,C2
0.887962,-3.996021,-0.168589,-0.743279,C2
4.236755,26.31139,0.952134,1.780622,C2
0.230258,8.127646,0.183474,0.980785,C2
4.588116,18.435701,-0.618968,1.805939,C2
0.153521,3.318787,-0.832389,-0.576319,C2
0.896427,4.891612,-0.552809,-0.814825,C2
3.04547,7.781235,-1.887227,0.284736,C2
3.255464,6.921853,0.945147,1.316779,C2
0.288832,8.719495,-0.811329,0.088922,C2
0.15827,-3.808302,-0.318675,-2.234232,C2
-0.353003,9.201024,0.417613,0.19509,C2
4.566588,26.228078,-1.097785,-0.666958,C2
0.574355,2.662406,-0.473534,-2.610602,C2
0.784474,-1.341279,0.243006,0.382683,C2
3.357717,8.429378,0.021585,2.182852,C2
0.13439,1.767941,0.335052,0.707107,C2
3.446567,24.460668,0.190083,1.340646,C2
4.707348,24.872918,-1.35719,1.501545,C2
0.505133,-1.083945,-0.560573,-1.715201,C2
3.11026,17.833016,-1.073349,2.32797,C2
1.186617,4.224301,0.107864,0.92388,C2
3.963323,22.225198,-0.905751,2.175574,C2
0.978432,-0.603366,0.335825,0.707107,C2
3.185816,7.695515,-0.391753,0.924193,C2
4.899303,29.431186,-1.379326,2.167192,C2
0.427336,0.593404,0.301916,-0.55557,C2
-0.588243,-0.375291,0.942569,-0.707107,C2
0.090786,-5.207242,-0.792548,-1.321433,C2
1.564925,13.740881,0.966659,0.92388,C2
0.926151,-0.572297,-0.42385,-1.807475,C2
4.506733,22.243859,-1.536316,1.254055,C2
4.52632,20.703596,2.084407,-0.481079,C2
-1.51769,-3.14045,0.312832,-0.707107,C2
3.132708,17.087039,-0.374353,1.427287,C2
0.407842,10.930195,0.806804,-0.382683,C2
3.955356,12.602343,-1.099303,0.518471,C2
1.411754,12.209325,0.232234,-0.707107,C2
0.365766,5.109712,-0.87243,-0.427842,C2
3.281998,23.163562,-0.379423,0.430993,C2
-1.879183,3.274262,0.955709,0.55557,C2
-0.999922,-3.87521,0.564673,0.83147,C2
4.714384,19.616073,-0.465714,1.644293,C2
4.971158,20.71915,1.610535,3.40643,C2
-0.738788,-2.480466,0.112654,0.707107,C2
0.454117,1.711046,-0.796041,-2.906715,C2
0.951056,14.442416,-0.345396,-1.867803,C2
0.074063,-7.921798,-0.018659,-0.755928,C2
4.267614,25.066071,-1.091187,1.406381,C2
1.24832,5.755742,0.343792,-0.707107,C2
4.776735,27.304952,0.052018,0.15602,C2
0.441701,-0.508041,0.342897,0.382683,C2
2.064542,10.600437,0.35256,0.707107,C2
4.790487,27.601518,-0.07934,1.905145,C2
-0.139954,-1.745559,0.221246,-0.55557,C2
0.032371,8.018411,0.626065,0.55557,C2
-0.001144,5.835624,0.867773,-0.980785,C2
0.971915,-0.714418,0.772962,-0.707107,C2
0.267015,-1.192577,-0.618506,-0.681519,C2
0.06267,-5.900562,0.796925,0,C2
0.947049,7.903885,-0.89731,-1.959347,C2
0.869365,9.250278,0.014808,-0.707107,C2
3.498846,5.958715,0.277687,2.359557,C2
-1.595263,-5.373756,0.377526,0.83147,C2
0.432506,-4.282104,-0.933323,0.539958,C2
3.43514,8.874576,0.325604,2.753744,C2
-0.263219,8.496718,0.778294,-0.55557,C2
0.475008,7.516833,-0.894045,-0.13242,C2
3.464272,20.591763,0.236408,0.702219,C2
0.232988,11.752113,-0.21538,-1.948078,C2
4.725241,21.466348,0.594775,2.90997,C2
0.557106,2.957266,0.654376,-0.92388,C2
0.693406,0.179206,-0.765277,-0.72237,C2
3.817778,20.924353,1.312094,2.171123,C2
4.99127,28.434152,-1.951253,1.431582,C2
0.047275,-6.779574,-0.662373,-1.842564,C2
0.446278,-3.569601,-0.467444,-0.733097,C2
0.530075,0.906608,-0.6251,-0.92908,C2
0.756955,0.859786,-0.685582,-2.670198,C2
0.408515,10.464489,0.255393,-0.382683,C2
-0.382749,5.328752,0.734358,0,C2
4.43196,15.673855,-0.327269,2.711772,C2
4.343914,9.328897,0.2039,1.956942,C2
0.368124,-6.672761,0.723904,0.707107,C2
4.882337,14.759913,0.352832,0.668271,C2
0.224604,10.36792,-0.970271,-0.507799,C2
3.15873,9.592088,1.610348,2.780059,C2
0.871414,14.000226,-0.03145,-0.653804,C2
3.345706,18.719752,0.597117,3.266862,C2
4.097707,20.218634,0.127695,0.777763,C2
-0.29257,7.933057,0.628458,0.707107,C2
4.834121,14.523502,1.119194,1.036518,C2
0.791249,-1.443156,-0.796801,-1.174537,C2
0.015016,-8.881403,0.569135,-1,C2
4.263853,9.547758,0.558734,0.614082,C2
4.690899,14.353523,-1.908083,1.718862,C2
4.891947,18.677114,1.192665,0.290695,C2
0.934031,-3.624871,0.011923,0.92388,C2
0.970378,1.814402,-0.215137,-1.411483,C2
0.387768,-6.224564,-0.75047,-0.548182,C2
3.65352,21.001278,0.682459,0.989406,C2
3.260349,19.550937,0.1684,0.819392,C2
-0.401885,-0.521121,0.594496,-0.92388,C2
3.661946,20.655301,-0.685279,1.637612,C2
4.674505,25.224427,0.590096,1.36955,C2
3.292081,9.868767,-0.338695,1.907499,C2
4.183628,8.276489,-0.640497,3.54949,C2
3.508325,13.610637,2.129862,0.545453,C2
4.343813,17.320885,-0.241519,0.348536,C2
3.801454,23.935252,-1.470575,1.339106,C2
4.000049,12.421866,-0.205771,1.342719,C2
1.857943,13.707244,0.56663,-0.83147,C2
-0.496016,5.244513,0.537113,-0.382683,C2
0.654222,2.083043,-0.204027,-1.186439,C2
0.445122,-1.440396,-0.361693,-1.195018,C2
3.95974,14.308999,0.008435,1.269013,C2
0.264752,3.198228,-0.129769,-2.284224,C2
3.795233,25.736211,-0.099005,1.977982,C2
-0.170977,-4.404117,0.858871,0.980785,C2
3.016108,14.185156,2.207946,0.370719,C2
0.553514,-0.338671,-0.396588,-2.583577,C2
-0.356181,3.820215,0.593229,-0.382683,C2
0.604477,0.577445,-0.065303,1.216999,C2
-0.283113,-6.041858,0.197281,-0.707107,C2
-1.012017,-10.811249,0.422901,0.55557,C2
4.685614,20.250302,1.161688,0.008738,C2
4.765144,25.036044,0.601918,-0.38047,C2
1.015507,3.539012,0.001115,0.707107,C2
3.19368,10.732511,0.309811,2.15126,C2
0.557585,-6.567409,-0.075718,-3.028121,C2
0.955232,11.652678,-0.77993,0.105672,C2
-0.056785,3.58535,0.01085,0,C2
3.643909,12.709261,0.700032,1.02489,C2
0.688764,-0.643906,-0.897594,-3.166981,C2
4.597638,26.382134,0.154568,3.228917,C2
0.838629,2.164683,-0.387824,-1.284142,C2
0.640512,7.799742,-0.235618,-2.68018,C2
4.970882,30.123421,-1.847068,0.892099,C2
4.07024,18.041816,-1.132407,1.652065,C2
-2.024895,-14.843577,0.267363,0,C2
3.261423,20.597579,0.379541,2.027881,C2
4.736036,15.233764,-0.184644,2.135473,C2
0.925043,-3.612776,0.43817,-0.83147,C2
-0.443086,7.706244,0.527223,0.382683,C2
0.555671,9.753198,0.33798,-0.83147,C2
0.398808,2.919211,-0.242357,-0.632297,C2
-1.186529,-8.034822,0.783313,-1,C2
-1.237819,-2.90053,0.769607,-0.980785,C2
-0.045933,-1.199864,0.332718,0.382683,C2
3.247788,18.260602,0.203879,2.630807,C2
-1.569708,-1.980588,0.09768,0.382683,C2
0.282674,8.549268,0.299945,0.92388,C2
3.845639,20.413135,-0.009017,1.501829,C2
0.746316,12.929281,-0.777852,-2.516794,C2
0.486886,-0.789877,0.139524,-0.19509,C2
-1.121658,-1.014312,0.710862,-0.707107,C2
0.074974,-2.438752,0.768664,-0.55557,C2
3.542811,7.882819,-0.118199,-0.21287,C2
4.071348,17.478988,-0.524807,1.360924,C2
0.933518,11.525693,-0.678156,-1.899941,C2
0.352426,-3.887362,-0.448803,-1.221319,C2
-1.384837,-13.793696,0.341608,0,C2
0.333388,-1.91052,-0.843605,-1.328533,C2
3.312534,19.130574,-0.594688,2.545923,C2
-0.490479,-8.593454,0.870539,-0.83147,C2
4.039444,9.59498,0.214334,1.414427,C2
3.644426,16.41614,0.390122,1.799694,C2
-1.482021,-4.938573,0.306195,-0.707107,C2
0.231311,5.281132,-0.429684,-1.721277,C2
4.207065,24.283376,-0.562619,2.580094,C2
4.737485,20.142654,-0.355446,1.700625,C2
0.294912,11.665888,0.203003,-0.83147,C2
0.58566,7.385933,-0.234413,-1.713027,C2
0.278201,1.957997,-0.858687,-0.636,C2
4.911837,12.583009,0.097313,1.366799,C2
4.816508,26.277819,-0.11119,1.141973,C2
3.435793,9.456433,-0.563951,1.888412,C2
4.880481,18.186995,0.805992,2.437532,C2
4.465845,27.201722,-0.44148,2.051448,C2
0.529665,0.85922,-0.414727,-1.001502,C2
0.511542,6.00227,0.331361,1,C2
0.040535,-6.292228,-0.821551,-0.129919,C2
2.481097,19.976805,0.45012,0.19509,C2
-1.486983,3.739295,0.416158,-0.980785,C2
-0.39707,-0.124488,0.270404,0.707107,C2
3.419734,23.463896,-0.062612,1.37814,C2
3.628379,24.994721,0.801679,0.690795,C2
0.763412,4.980913,0.625676,-0.707107,C2
0.386615,0.771751,0.580796,0.707107,C2
-1.227203,-7.052276,0.475388,0.707107,C2
0.185775,9.884942,0.876842,-0.83147,C2
0.435266,-0.342703,-0.703716,-1.527191,C2
3.644385,12.790654,-0.69221,1.927982,C2
3.576205,23.820546,0.70286,0.223528,C2
1.791095,3.826786,0.57471,-0.707107,C2
4.610754,13.836975,-1.275522,2.457967,C2
3.792837,20.486899,-0.663177,2.62942,C2
4.806318,21.795472,1.891485,0.264537,C2
0.976235,13.151391,-0.186729,-1.571603,C2
0.749184,7.107267,-0.081004,-1.393937,C2
3.325965,18.53208,0.006335,1.333316,C2
1.131299,15.350225,0.819366,0.83147,C2
3.785557,18.55346,2.032661,1.752551,C2
0.806302,0.639386,-0.320271,-2.567384,C2
3.559143,23.375994,-0.413493,2.253554,C2
4.359833,12.32136,-1.50701,1.207476,C2
1.472481,8.223737,0.23184,-0.980785,C2
0.637096,2.830996,-0.672216,-1.397638,C2
0.780155,3.122966,0.599556,0.707107,C2
0.325144,-0.603449,-0.517609,-1.70061,C2
4.695692,15.680423,-0.468377,1.954617,C2
