@relation glass-train

@attribute RI numeric
@attribute Na numeric
@attribute Mg numeric
@attribute Al numeric
@attribute Si numeric
@attribute K numeric
@attribute Ca numeric
@attribute Ba numeric
@attribute Fe numeric
@attribute cluster {C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50}

@data
26.216712,48.42615,76.391982,49.180327,67.672414,56.363635,18.441273,0,85.714285,?
30.027548,59.564164,75.055679,48.63388,62.715517,51.818181,19.20966,0,45.714286,?
32.644628,59.806295,74.164811,54.09836,54.956896,54.545455,22.612514,0,31.428571,C38
27.226813,65.375303,63.919822,49.180327,65.301724,50,21.40505,0,0,?
28.55831,58.353512,63.25167,54.09836,65.517241,50,21.844127,0,0,?
25.849403,60.048426,62.583519,54.644809,68.318966,46.363633,21.29528,0,25.714286,C31
25.436179,41.64649,60.356347,54.644809,83.836207,50.909088,21.734358,0,68.571429,?
0,54.721549,77.282851,45.355191,68.318966,56.363635,13.940724,0,88.571429,?
24.747475,64.40678,81.514477,49.180327,64.224138,51.818181,13.062569,0,31.428571,C33
31.68044,69.491526,80.623608,44.808742,60.991379,12.72727,18.441273,0,0,?
34.986226,74.576271,79.732739,56.284152,41.163793,10.90909,17.453348,21.904762,0,?
43.939394,67.312348,85.96882,32.240437,42.672414,20.909092,27.003293,0,31.428571,?
46.464646,83.292978,84.855234,26.775957,33.189655,0,28.649836,0,0,C46
43.939394,66.585956,83.296214,33.333333,47.413793,16.363637,27.77168,0,20,C44
43.02112,56.174334,81.291759,31.693989,51.939655,17.272725,30.406148,0,48.571428,?
43.02112,57.86925,79.732739,33.333333,51.50862,20.909092,30.07684,0,45.714286,C43
49.816345,62.469733,79.732739,28.961748,46.982758,10.90909,33.918771,0,8.571429,C47
29.063361,70.460048,86.191537,53.551912,46.336207,49.090907,13.611416,0,91.428571,?
17.355372,57.142858,79.955457,67.213114,70.905172,60.90909,8.232712,0,0,C02
19.100092,63.196126,79.510022,69.945354,65.948276,55.454542,8.891329,0,0,C16
17.493112,55.447942,79.287305,68.306011,71.120689,65.454544,9.001098,0,0,C02
17.21763,55.447942,79.732739,66.666667,71.336207,62.72727,9.659715,0,0,C02
17.21763,50.605326,78.396437,87.978141,65.732759,62.72727,9.769485,0,0,C01
17.309458,51.57385,78.396437,100,61.422414,62.72727,9.769485,0,0,?
17.355372,61.01695,76.837416,62.295082,72.413793,55.454542,8.56202,0,0,C04
19.788797,64.891042,79.064588,52.459016,64.655173,61.818183,11.196487,0,0,?
17.401285,57.142858,78.396437,68.852458,65.948276,61.818183,10.64764,0,25.714286,?
18.82461,63.680387,79.732739,65.573771,62.715517,40.909091,12.403952,0,0,?
16.253443,60.774819,77.728285,64.480875,74.13793,34.545456,10.428102,0,0,?
19.742883,64.648911,77.728285,67.213114,61.206897,60.90909,10.976949,0,28.571428,C13
18.503214,55.205811,77.951002,65.027322,66.37931,54.545455,11.416027,0,0,C11
19.513315,44.067797,77.505568,86.338798,73.706897,57.272728,10.976949,0,25.714286,C06
28.741964,53.268766,83.296214,44.808742,53.232759,58.181816,20.636663,0,62.857143,?
17.21763,60.774819,74.387528,64.480875,70.905172,35.454543,12.513722,0,0,C03
19.008264,47.941889,74.164811,65.573771,74.784483,60.90909,12.733261,0,0,?
29.614324,63.680387,76.391982,62.295082,52.801724,46.363633,16.684963,0,0,C32
28.741964,55.447942,80.623608,42.076503,54.525861,58.181816,22.502745,0,42.857143,C27
24.242424,35.59322,72.383073,47.540984,80.603448,56.363635,19.978047,0,68.571429,C19
21.763085,46.973365,64.142539,77.595628,73.275862,66.363632,16.026345,0,0,C05
23.645546,39.225181,60.579065,73.224043,65.948276,63.636364,23.600439,0,0,?
27.777777,45.762713,61.469933,29.508197,86.206896,31.818182,25.686059,0,57.142857,C20
69.329661,74.334141,70.155902,20.21858,16.379311,7.272728,50.054885,0,0,?
87.695133,0,0,98.907104,0,52.727274,68.276619,100,80,C50
100,38.014529,0,38.797814,7.543103,10.90909,100,0,68.571429,?
27.68595,72.397095,0,14.754098,100,0,42.919868,0,0,C36
66.528925,12.106538,0,26.229508,73.275862,0,83.424808,0,0,?
71.717172,46.246974,0,20.765027,47.629311,5.454548,80.351262,0,0,C49
31.083562,66.101696,85.300668,53.005465,59.051724,51.818181,12.403952,0,39.999999,C39
29.017447,57.384988,88.418708,49.180327,56.681035,54.545455,14.818881,0,0,?
28.971533,64.891042,86.636971,56.830601,55.387931,46.363633,13.172339,0,0,C35
22.635445,72.397095,81.959911,83.060109,48.491379,58.181816,8.78156,0,0,?
21.028466,62.227604,81.069042,67.759562,58.62069,59.090909,10.428102,0,82.857143,?
20.064279,68.523003,79.510022,64.480875,56.896551,58.181816,9.659715,0,0,?
20.56933,53.268766,78.841871,72.677596,67.887931,58.181816,10.428102,0,60.000001,C10
21.671257,60.532688,78.841871,65.027322,65.301724,50.909088,11.196487,0,0,C15
22.589532,66.585956,77.505568,77.595628,58.405172,56.363635,9.989024,0,0,C17
44.168962,59.806295,81.959911,46.994535,63.362069,49.090907,15.806806,0,0,?
20.752984,53.510896,80.400891,53.005465,63.362069,50.909088,16.684963,0,0,C07
39.164371,68.280872,46.547884,75.409835,51.077587,48.181819,27.332601,8.571429,48.571428,?
36.960514,78.692493,30.066815,73.224043,42.025863,35.454543,38.199781,0,51.428572,C42
44.168962,73.123487,22.494432,58.469945,51.293103,30.000001,44.56641,0,0,C45
64.233241,71.912833,0,58.469945,30.818965,17.272725,69.813392,0,28.571428,C48
27.456382,65.375303,88.641425,48.63388,57.758621,52.727274,11.745335,0,0,C34
27.364555,62.953995,85.746102,52.459016,64.00862,47.272726,11.416027,0,0,?
26.354453,59.564164,86.859688,55.191256,54.310345,50,14.928651,0,80,C30
27.134986,54.96368,84.632517,43.169399,70.258621,50.909088,14.270034,0,34.285715,C29
22.773186,52.300242,80.623608,69.945354,67.887931,55.454542,11.306257,0,0,?
21.074379,49.878935,78.396437,68.306011,76.50862,59.999997,9.001098,0,0,C09
21.074379,51.815981,79.287305,73.770492,71.767242,59.090909,9.989024,0,0,?
21.808999,62.953995,78.841871,72.131147,58.836207,61.818183,11.306257,0,0,?
29.201102,59.806295,80.846325,42.62295,65.086206,51.818181,14.599342,2.857143,48.571428,?
20.523415,51.331719,78.173719,62.84153,68.965517,61.818183,12.623491,1.904762,71.428572,C08
22.681359,54.96368,77.282851,81.967213,62.715517,59.999997,12.074644,0,0,?
20.431588,54.721549,70.824053,51.36612,68.103448,52.727274,18.990121,0,68.571429,?
28.650137,51.331719,81.737194,51.912569,59.482758,56.363635,17.563118,0,100,C24
20.890725,60.774819,79.510022,59.562841,62.284483,50.909088,14.928651,0,28.571428,C14
