@relation glass-train

@attribute RI numeric
@attribute Na numeric
@attribute Mg numeric
@attribute Al numeric
@attribute Si numeric
@attribute K numeric
@attribute Ca numeric
@attribute Ba numeric
@attribute Fe numeric
@attribute cluster {C00,C01,C02,C03}

@data
16.161616,61.985473,76.837416,50.273224,63.146552,50.909088,16.355653,0,0,C02
31.864095,76.513317,78.619154,56.284152,43.103449,46.363633,18.660813,3.492063,0,C02
26.721763,48.668281,77.505568,57.923497,67.887931,58.181816,17.563118,0,0,C02
45.821855,84.261501,85.077951,9.836066,42.241379,10.000002,27.332601,0,0,?
45.684114,72.639225,85.523385,23.497268,42.025863,15.454544,29.198683,0,0,?
30.027548,59.564164,75.055679,48.63388,62.715517,51.818181,19.20966,0,45.714286,C03
66.666667,78.934624,82.405345,22.950819,37.931034,1.818181,30.07684,0,28.571428,?
46.280991,60.048426,83.964365,27.322404,46.982758,11.818183,32.272229,0,0,?
50.734618,72.397095,82.85078,12.021859,41.810345,8.181816,32.711307,0,45.714286,?
32.644628,59.806295,74.164811,54.09836,54.956896,54.545455,22.612514,0,31.428571,C03
27.226813,65.375303,63.919822,49.180327,65.301724,50,21.40505,0,0,C02
25.849403,60.048426,62.583519,54.644809,68.318966,46.363633,21.29528,0,25.714286,?
27.961432,51.815981,77.505568,54.644809,67.672414,54.545455,14.818881,0,0,C02
24.747475,66.585956,83.296214,48.087431,68.534482,53.636361,10.428102,0,0,C02
31.68044,69.491526,80.623608,44.808742,60.991379,12.72727,18.441273,0,0,?
34.986226,74.576271,79.732739,56.284152,41.163793,10.90909,17.453348,21.904762,0,?
43.939394,67.312348,85.96882,32.240437,42.672414,20.909092,27.003293,0,31.428571,?
46.464646,83.292978,84.855234,26.775957,33.189655,0,28.649836,0,0,?
43.02112,57.86925,79.732739,33.333333,51.50862,20.909092,30.07684,0,45.714286,?
49.816345,62.469733,79.732739,28.961748,46.982758,10.90909,33.918771,0,8.571429,?
16.483012,100,81.737194,79.234973,44.396551,14.545457,3.073546,0,34.285715,?
29.063361,70.460048,86.191537,53.551912,46.336207,49.090907,13.611416,0,91.428571,?
17.355372,57.142858,79.955457,67.213114,70.905172,60.90909,8.232712,0,0,C02
19.100092,63.196126,79.510022,69.945354,65.948276,55.454542,8.891329,0,0,C02
19.742883,65.617434,80.400891,68.306011,55.603449,59.999997,10.428102,0,0,?
18.273645,77.23971,78.396437,52.459016,66.163794,33.636363,9.440177,0,39.999999,?
17.21763,50.605326,78.396437,87.978141,65.732759,62.72727,9.769485,0,0,C02
17.309458,51.57385,78.396437,100,61.422414,62.72727,9.769485,0,0,?
17.355372,61.01695,76.837416,62.295082,72.413793,55.454542,8.56202,0,0,C02
8.907254,85.230025,68.819599,97.814208,53.232759,100,0,0,0,?
18.82461,63.680387,79.732739,65.573771,62.715517,40.909091,12.403952,0,0,C02
19.742883,64.648911,77.728285,67.213114,61.206897,60.90909,10.976949,0,28.571428,C03
18.503214,55.205811,77.951002,65.027322,66.37931,54.545455,11.416027,0,0,C02
19.513315,44.067797,77.505568,86.338798,73.706897,57.272728,10.976949,0,25.714286,?
28.741964,53.268766,83.296214,44.808742,53.232759,58.181816,20.636663,0,62.857143,?
17.906336,52.542373,76.614699,63.387979,70.043103,39.999998,13.062569,0,0,C02
17.125803,57.86925,75.946548,70.491803,74.353448,6.363635,14.379803,0,54.285714,?
17.21763,60.774819,74.387528,64.480875,70.905172,35.454543,12.513722,0,0,C02
19.008264,47.941889,74.164811,65.573771,74.784483,60.90909,12.733261,0,0,C02
24.242424,35.59322,72.383073,47.540984,80.603448,56.363635,19.978047,0,68.571429,?
21.763085,46.973365,64.142539,77.595628,73.275862,66.363632,16.026345,0,0,C02
27.364555,53.995158,65.924276,62.295082,67.025862,54.545455,18.770582,4.444444,0,C02
20.202019,48.910412,63.474388,62.84153,74.568965,51.818181,18.770582,3.492063,62.857143,?
23.645546,39.225181,60.579065,73.224043,65.948276,63.636364,23.600439,0,0,C02
27.777777,45.762713,61.469933,29.508197,86.206896,31.818182,25.686059,0,57.142857,?
69.329661,74.334141,70.155902,20.21858,16.379311,7.272728,50.054885,0,0,?
57.85124,17.433415,0,86.885245,51.293103,73.63636,67.618002,0,97.142858,?
87.695133,0,0,98.907104,0,52.727274,68.276619,100,80,?
100,38.014529,0,38.797814,7.543103,10.90909,100,0,68.571429,?
46.235078,89.588378,0,38.797814,61.637931,9.090909,48.737651,0,22.857144,?
27.68595,72.397095,0,14.754098,100,0,42.919868,0,0,?
66.528925,12.106538,0,26.229508,73.275862,0,83.424808,0,0,?
69.972452,7.021791,0,25.136612,70.474138,0,86.498353,0,0,?
71.717172,46.246974,0,20.765027,47.629311,5.454548,80.351262,0,0,?
29.017447,57.384988,88.418708,49.180327,56.681035,54.545455,14.818881,0,0,C02
28.971533,64.891042,86.636971,56.830601,55.387931,46.363633,13.172339,0,0,C02
28.191001,60.774819,86.859688,61.202186,54.310345,50,13.501647,0,28.571428,?
22.635445,72.397095,81.959911,83.060109,48.491379,58.181816,8.78156,0,0,?
20.064279,68.523003,79.510022,64.480875,56.896551,58.181816,9.659715,0,0,C02
28.879706,61.01695,83.741648,56.284152,55.818965,52.727274,14.709111,0,0,?
21.671257,60.532688,78.841871,65.027322,65.301724,50.909088,11.196487,0,0,C02
44.168962,59.806295,81.959911,46.994535,63.362069,49.090907,15.806806,0,0,C02
30.165289,53.268766,81.514477,69.398907,58.189655,52.727274,16.136115,0,34.285715,C03
39.761249,73.84988,50.77951,62.295082,46.982758,44.545452,30.406148,0,48.571428,?
44.168962,73.123487,22.494432,58.469945,51.293103,30.000001,44.56641,0,0,?
27.456382,65.375303,88.641425,48.63388,57.758621,52.727274,11.745335,0,0,C02
26.859504,72.154964,87.52784,68.306011,43.103449,49.090907,12.403952,0,42.857143,?
27.364555,62.953995,85.746102,52.459016,64.00862,47.272726,11.416027,0,0,C02
22.773186,52.300242,80.623608,69.945354,67.887931,55.454542,11.306257,0,0,C02
21.074379,49.878935,78.396437,68.306011,76.50862,59.999997,9.001098,0,0,C02
21.074379,51.815981,79.287305,73.770492,71.767242,59.090909,9.989024,0,0,?
21.808999,62.953995,78.841871,72.131147,58.836207,61.818183,11.306257,0,0,C02
29.201102,59.806295,80.846325,42.62295,65.086206,51.818181,14.599342,2.857143,48.571428,C03
20.523415,51.331719,78.173719,62.84153,68.965517,61.818183,12.623491,1.904762,71.428572,C00
22.681359,54.96368,77.282851,81.967213,62.715517,59.999997,12.074644,0,0,C02
20.431588,54.721549,70.824053,51.36612,68.103448,52.727274,18.990121,0,68.571429,C00
25.436179,70.702179,81.514477,44.808742,63.793104,10.000002,16.684963,0,0,?
