1,93.84492375373743,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:CHEBYCHEV,DBCLASD_PTS - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 2.5555556,DBSCAN_NUM_PTS - 3.6666667],}
2,93.91227389360779,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 2.0],MergeByDistance[DISTANCE:BRAYCURTIS,DESCRY_DENSITY - 10.0,DESCRY_K - 6.4444447],}
3,93.91227389360779,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 2.0],MergeByDistance[DISTANCE:BRAYCURTIS,DESCRY_DENSITY - 10.0,DESCRY_K - 6.4444447],}
4,94.1360971938132,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:BRAYCURTIS,DBCLASD_PTS - 2.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 4.888889,DBSCAN_NUM_PTS - 2.6666667],}
5,94.1360971938132,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:BRAYCURTIS,DBCLASD_PTS - 2.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 4.888889,DBSCAN_NUM_PTS - 2.6666667],}
6,94.1360971938132,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:BRAYCURTIS,DBCLASD_PTS - 2.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 4.888889,DBSCAN_NUM_PTS - 2.6666667],}
17,95.20202624549651,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 10.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 3.3333335],}
18,95.20202624549651,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 10.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 5.666667,DBSCAN_NUM_PTS - 3.3333335],}
19,95.79403048611442,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:CHEBYCHEV,DBCLASD_PTS - 2.0],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 8.0,DESCRY_K - 5.5555553],}
20,95.82075280755429,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],ClustersByAttractors[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
21,95.89408854797115,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.08888894],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 10.0],}
22,95.89408854797115,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.08888894],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 10.0],}
23,95.89408854797115,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.08888894],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 10.0],}
24,95.89408854797115,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.08888894],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 10.0],}
25,95.89408854797115,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.08888894],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 10.0],}
26,95.89408854797115,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.08888894],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 10.0],}
27,95.89408854797115,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.08888894],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 10.0],}
28,95.89408854797115,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.08888894],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 10.0],}
29,95.89408854797115,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.08888894],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 10.0],}
30,95.89408854797115,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.08888894],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 10.0],}
31,95.89408854797115,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 14.444445,CLIQUE_THRESHOLD - 0.08888894],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 10.0],}
32,96.44665472740648,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:BRAYCURTIS,DBCLASD_PTS - 10.0],MergeByDistance[DISTANCE:BRAYCURTIS,DESCRY_DENSITY - 7.0,DESCRY_K - 3.7777777],}
33,96.44665472740648,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:BRAYCURTIS,DBCLASD_PTS - 10.0],MergeByDistance[DISTANCE:BRAYCURTIS,DESCRY_DENSITY - 7.0,DESCRY_K - 3.7777777],}
34,96.44665472740648,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:BRAYCURTIS,DBCLASD_PTS - 10.0],MergeByDistance[DISTANCE:BRAYCURTIS,DESCRY_DENSITY - 7.0,DESCRY_K - 3.7777777],}
35,96.44665472740648,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:BRAYCURTIS,DBCLASD_PTS - 10.0],MergeByDistance[DISTANCE:BRAYCURTIS,DESCRY_DENSITY - 7.0,DESCRY_K - 3.7777777],}
36,96.44665472740648,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:BRAYCURTIS,DBCLASD_PTS - 10.0],MergeByDistance[DISTANCE:BRAYCURTIS,DESCRY_DENSITY - 7.0,DESCRY_K - 3.7777777],}
37,96.44665472740648,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:BRAYCURTIS,DBCLASD_PTS - 10.0],MergeByDistance[DISTANCE:BRAYCURTIS,DESCRY_DENSITY - 7.0,DESCRY_K - 3.7777777],}
38,96.44665472740648,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:BRAYCURTIS,DBCLASD_PTS - 10.0],MergeByDistance[DISTANCE:BRAYCURTIS,DESCRY_DENSITY - 7.0,DESCRY_K - 3.7777777],}
39,96.44665472740648,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:BRAYCURTIS,DBCLASD_PTS - 10.0],MergeByDistance[DISTANCE:BRAYCURTIS,DESCRY_DENSITY - 7.0,DESCRY_K - 3.7777777],}
40,96.44665472740648,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:EUCLIDEAN,DBCLASD_PTS - 10.0],MergeByDistance[DISTANCE:EUCLIDEAN,DESCRY_DENSITY - 4.0,DESCRY_K - 3.7777777],}
41,96.44665472740648,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:EUCLIDEAN,DBCLASD_PTS - 10.0],MergeByDistance[DISTANCE:EUCLIDEAN,DESCRY_DENSITY - 4.0,DESCRY_K - 3.7777777],}
42,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
43,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
44,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
45,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
46,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
47,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
48,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
49,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
50,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
51,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
52,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
53,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
54,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
55,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
56,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
57,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
58,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
59,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
60,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
61,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
62,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
63,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
64,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
65,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
66,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
67,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
68,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
69,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
70,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
71,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
72,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
73,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
74,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
75,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
76,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
77,96.97649615677156,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:EUCLIDEAN,CLIQUE_SLICES - 21.11111,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 2.2222223,DENCLUE_SIGMA - 10.0],}
78,97.43390602199736,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:BRAYCURTIS,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.044444524],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 10.0],}
79,97.43390602199736,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:BRAYCURTIS,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.044444524],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 10.0],}
80,97.43390602199736,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:BRAYCURTIS,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.044444524],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 10.0],}
81,97.43390602199736,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:BRAYCURTIS,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.044444524],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 10.0],}
