@relation glass-train

@attribute RI numeric
@attribute Na numeric
@attribute Mg numeric
@attribute Al numeric
@attribute Si numeric
@attribute K numeric
@attribute Ca numeric
@attribute Ba numeric
@attribute Fe numeric
@attribute cluster {C00,C01,C02,C03}

@data
26.538108,49.878935,77.951002,45.355191,69.396552,58.181816,18.551043,0,0,C01
24.793388,47.941889,76.169265,49.726776,73.060344,53.636361,17.12404,0,0,C01
25.895317,60.048426,75.501114,56.830601,63.577586,53.636361,16.575193,0,0,C01
45.684114,72.639225,85.523385,23.497268,42.025863,15.454544,29.198683,0,0,?
26.216712,48.42615,76.391982,49.180327,67.672414,56.363635,18.441273,0,85.714285,C00
30.027548,59.564164,75.055679,48.63388,62.715517,51.818181,19.20966,0,45.714286,C02
66.666667,78.934624,82.405345,22.950819,37.931034,1.818181,30.07684,0,28.571428,?
31.359044,69.007264,74.610245,51.36612,48.922413,53.636361,20.087816,0,0,?
50.734618,72.397095,82.85078,12.021859,41.810345,8.181816,32.711307,0,45.714286,?
25.849403,60.048426,62.583519,54.644809,68.318966,46.363633,21.29528,0,25.714286,C02
25.436179,41.64649,60.356347,54.644809,83.836207,50.909088,21.734358,0,68.571429,?
0,54.721549,77.282851,45.355191,68.318966,56.363635,13.940724,0,88.571429,?
24.747475,66.585956,83.296214,48.087431,68.534482,53.636361,10.428102,0,0,C01
24.747475,64.40678,81.514477,49.180327,64.224138,51.818181,13.062569,0,31.428571,C02
31.68044,69.491526,80.623608,44.808742,60.991379,12.72727,18.441273,0,0,?
34.986226,74.576271,79.732739,56.284152,41.163793,10.90909,17.453348,21.904762,0,?
43.939394,67.312348,85.96882,32.240437,42.672414,20.909092,27.003293,0,31.428571,?
46.464646,83.292978,84.855234,26.775957,33.189655,0,28.649836,0,0,?
43.02112,56.174334,81.291759,31.693989,51.939655,17.272725,30.406148,0,48.571428,?
43.02112,56.174334,81.291759,31.693989,54.094828,17.272725,30.406148,0,48.571428,?
49.816345,62.469733,79.732739,28.961748,46.982758,10.90909,33.918771,0,8.571429,C03
19.100092,63.196126,79.510022,69.945354,65.948276,55.454542,8.891329,0,0,C01
17.493112,55.447942,79.287305,68.306011,71.120689,65.454544,9.001098,0,0,C01
17.21763,55.447942,79.732739,66.666667,71.336207,62.72727,9.659715,0,0,C01
19.742883,65.617434,80.400891,68.306011,55.603449,59.999997,10.428102,0,0,C01
18.916437,54.96368,79.732739,68.306011,65.086206,55.454542,10.537871,0,0,?
18.273645,77.23971,78.396437,52.459016,66.163794,33.636363,9.440177,0,39.999999,C02
17.21763,50.605326,78.396437,87.978141,65.732759,62.72727,9.769485,0,0,C01
17.309458,51.57385,78.396437,100,61.422414,62.72727,9.769485,0,0,?
17.355372,61.01695,76.837416,62.295082,72.413793,55.454542,8.56202,0,0,C01
19.788797,64.891042,79.064588,52.459016,64.655173,61.818183,11.196487,0,0,?
17.401285,57.142858,78.396437,68.852458,65.948276,61.818183,10.64764,0,25.714286,C02
19.742883,64.648911,77.728285,67.213114,61.206897,60.90909,10.976949,0,28.571428,C02
18.503214,55.205811,77.951002,65.027322,66.37931,54.545455,11.416027,0,0,C01
28.741964,53.268766,83.296214,44.808742,53.232759,58.181816,20.636663,0,62.857143,?
17.906336,52.542373,76.614699,63.387979,70.043103,39.999998,13.062569,0,0,C01
17.125803,57.86925,75.946548,70.491803,74.353448,6.363635,14.379803,0,54.285714,?
17.21763,60.774819,74.387528,64.480875,70.905172,35.454543,12.513722,0,0,?
29.614324,63.680387,76.391982,62.295082,52.801724,46.363633,16.684963,0,0,?
28.741964,55.447942,80.623608,42.076503,54.525861,58.181816,22.502745,0,42.857143,C02
24.242424,35.59322,72.383073,47.540984,80.603448,56.363635,19.978047,0,68.571429,?
27.364555,53.995158,65.924276,62.295082,67.025862,54.545455,18.770582,4.444444,0,C01
20.202019,48.910412,63.474388,62.84153,74.568965,51.818181,18.770582,3.492063,62.857143,?
23.645546,39.225181,60.579065,73.224043,65.948276,63.636364,23.600439,0,0,C01
69.329661,74.334141,70.155902,20.21858,16.379311,7.272728,50.054885,0,0,?
54.86685,75.060532,64.587973,48.087431,28.87931,7.272728,40.724478,0,0,?
87.695133,0,0,98.907104,0,52.727274,68.276619,100,80,?
100,38.014529,0,38.797814,7.543103,10.90909,100,0,68.571429,?
46.235078,89.588378,0,38.797814,61.637931,9.090909,48.737651,0,22.857144,?
71.717172,46.246974,0,20.765027,47.629311,5.454548,80.351262,0,0,?
31.083562,66.101696,85.300668,53.005465,59.051724,51.818181,12.403952,0,39.999999,C02
29.017447,57.384988,88.418708,49.180327,56.681035,54.545455,14.818881,0,0,?
28.971533,64.891042,86.636971,56.830601,55.387931,46.363633,13.172339,0,0,C01
28.191001,60.774819,86.859688,61.202186,54.310345,50,13.501647,0,28.571428,C02
22.635445,72.397095,81.959911,83.060109,48.491379,58.181816,8.78156,0,0,?
21.028466,62.227604,81.069042,67.759562,58.62069,59.090909,10.428102,0,82.857143,C00
20.064279,68.523003,79.510022,64.480875,56.896551,58.181816,9.659715,0,0,C01
22.589532,66.585956,77.505568,77.595628,58.405172,56.363635,9.989024,0,0,C01
44.168962,59.806295,81.959911,46.994535,63.362069,49.090907,15.806806,0,0,?
30.165289,53.268766,81.514477,69.398907,58.189655,52.727274,16.136115,0,34.285715,C02
39.761249,73.84988,50.77951,62.295082,46.982758,44.545452,30.406148,0,48.571428,?
39.164371,68.280872,46.547884,75.409835,51.077587,48.181819,27.332601,8.571429,48.571428,?
27.456382,65.375303,88.641425,48.63388,57.758621,52.727274,11.745335,0,0,C01
26.859504,72.154964,87.52784,68.306011,43.103449,49.090907,12.403952,0,42.857143,?
27.364555,62.953995,85.746102,52.459016,64.00862,47.272726,11.416027,0,0,C01
26.354453,59.564164,86.859688,55.191256,54.310345,50,14.928651,0,80,C00
27.134986,54.96368,84.632517,43.169399,70.258621,50.909088,14.270034,0,34.285715,C02
22.773186,52.300242,80.623608,69.945354,67.887931,55.454542,11.306257,0,0,C01
21.074379,49.878935,78.396437,68.306011,76.50862,59.999997,9.001098,0,0,C01
20.523415,51.331719,78.173719,62.84153,68.965517,61.818183,12.623491,1.904762,71.428572,C00
20.431588,54.721549,70.824053,51.36612,68.103448,52.727274,18.990121,0,68.571429,C00
18.135904,62.953995,78.619154,57.377048,61.637931,50.909088,13.721186,0,0,C01
20.890725,60.774819,79.510022,59.562841,62.284483,50.909088,14.928651,0,28.571428,C02
