@relation glass-train

@attribute RI numeric
@attribute Na numeric
@attribute Mg numeric
@attribute Al numeric
@attribute Si numeric
@attribute K numeric
@attribute Ca numeric
@attribute Ba numeric
@attribute Fe numeric
@attribute cluster {C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50}

@data
100,38.014529,0,38.797814,7.543103,10.90909,100,0,68.571429,?
46.235078,89.588378,0,38.797814,61.637931,9.090909,48.737651,0,22.857144,C47
69.972452,7.021791,0,25.136612,70.474138,0,86.498353,0,0,?
71.717172,46.246974,0,20.765027,47.629311,5.454548,80.351262,0,0,C50
29.017447,57.384988,88.418708,49.180327,56.681035,54.545455,14.818881,0,0,?
28.191001,60.774819,86.859688,61.202186,54.310345,50,13.501647,0,28.571428,C37
20.064279,68.523003,79.510022,64.480875,56.896551,58.181816,9.659715,0,0,C10
22.589532,66.585956,77.505568,77.595628,58.405172,56.363635,9.989024,0,0,C18
44.168962,59.806295,81.959911,46.994535,63.362069,49.090907,15.806806,0,0,?
20.752984,53.510896,80.400891,53.005465,63.362069,50.909088,16.684963,0,0,?
39.761249,73.84988,50.77951,62.295082,46.982758,44.545452,30.406148,0,48.571428,?
36.960514,78.692493,30.066815,73.224043,42.025863,35.454543,38.199781,0,51.428572,C42
44.168962,73.123487,22.494432,58.469945,51.293103,30.000001,44.56641,0,0,C46
64.233241,71.912833,0,58.469945,30.818965,17.272725,69.813392,0,28.571428,?
27.456382,65.375303,88.641425,48.63388,57.758621,52.727274,11.745335,0,0,?
27.364555,62.953995,85.746102,52.459016,64.00862,47.272726,11.416027,0,0,C30
26.354453,59.564164,86.859688,55.191256,54.310345,50,14.928651,0,80,?
27.134986,54.96368,84.632517,43.169399,70.258621,50.909088,14.270034,0,34.285715,C27
22.773186,52.300242,80.623608,69.945354,67.887931,55.454542,11.306257,0,0,C16
21.074379,49.878935,78.396437,68.306011,76.50862,59.999997,9.001098,0,0,?
21.074379,51.815981,79.287305,73.770492,71.767242,59.090909,9.989024,0,0,?
21.808999,62.953995,78.841871,72.131147,58.836207,61.818183,11.306257,0,0,?
29.201102,59.806295,80.846325,42.62295,65.086206,51.818181,14.599342,2.857143,48.571428,?
22.681359,54.96368,77.282851,81.967213,62.715517,59.999997,12.074644,0,0,C15
20.431588,54.721549,70.824053,51.36612,68.103448,52.727274,18.990121,0,68.571429,?
28.650137,51.331719,81.737194,51.912569,59.482758,56.363635,17.563118,0,100,C34
25.436179,70.702179,81.514477,44.808742,63.793104,10.000002,16.684963,0,0,C33
18.135904,62.953995,78.619154,57.377048,61.637931,50.909088,13.721186,0,0,?
20.890725,60.774819,79.510022,59.562841,62.284483,50.909088,14.928651,0,28.571428,C17
