@relation glass-train

@attribute RI numeric
@attribute Na numeric
@attribute Mg numeric
@attribute Al numeric
@attribute Si numeric
@attribute K numeric
@attribute Ca numeric
@attribute Ba numeric
@attribute Fe numeric
@attribute cluster {C00,C01,C02}

@data
17.401285,57.142858,78.396437,68.852458,65.948276,61.818183,10.64764,0,25.714286,C01
16.253443,60.774819,77.728285,64.480875,74.13793,34.545456,10.428102,0,0,C01
18.503214,55.205811,77.951002,65.027322,66.37931,54.545455,11.416027,0,0,C01
28.741964,53.268766,83.296214,44.808742,53.232759,58.181816,20.636663,0,62.857143,C00
17.21763,60.774819,74.387528,64.480875,70.905172,35.454543,12.513722,0,0,C01
19.008264,47.941889,74.164811,65.573771,74.784483,60.90909,12.733261,0,0,C01
24.242424,35.59322,72.383073,47.540984,80.603448,56.363635,19.978047,0,68.571429,?
21.763085,46.973365,64.142539,77.595628,73.275862,66.363632,16.026345,0,0,C01
27.364555,53.995158,65.924276,62.295082,67.025862,54.545455,18.770582,4.444444,0,C01
23.645546,39.225181,60.579065,73.224043,65.948276,63.636364,23.600439,0,0,C01
69.329661,74.334141,70.155902,20.21858,16.379311,7.272728,50.054885,0,0,?
57.85124,17.433415,0,86.885245,51.293103,73.63636,67.618002,0,97.142858,?
87.695133,0,0,98.907104,0,52.727274,68.276619,100,80,?
100,38.014529,0,38.797814,7.543103,10.90909,100,0,68.571429,?
46.235078,89.588378,0,38.797814,61.637931,9.090909,48.737651,0,22.857144,?
27.68595,72.397095,0,14.754098,100,0,42.919868,0,0,?
69.972452,7.021791,0,25.136612,70.474138,0,86.498353,0,0,?
71.717172,46.246974,0,20.765027,47.629311,5.454548,80.351262,0,0,?
31.083562,66.101696,85.300668,53.005465,59.051724,51.818181,12.403952,0,39.999999,C00
29.017447,57.384988,88.418708,49.180327,56.681035,54.545455,14.818881,0,0,C01
28.971533,64.891042,86.636971,56.830601,55.387931,46.363633,13.172339,0,0,C01
28.191001,60.774819,86.859688,61.202186,54.310345,50,13.501647,0,28.571428,C00
22.635445,72.397095,81.959911,83.060109,48.491379,58.181816,8.78156,0,0,C01
20.064279,68.523003,79.510022,64.480875,56.896551,58.181816,9.659715,0,0,C01
28.879706,61.01695,83.741648,56.284152,55.818965,52.727274,14.709111,0,0,C01
20.56933,53.268766,78.841871,72.677596,67.887931,58.181816,10.428102,0,60.000001,C00
21.671257,60.532688,78.841871,65.027322,65.301724,50.909088,11.196487,0,0,C01
44.168962,59.806295,81.959911,46.994535,63.362069,49.090907,15.806806,0,0,C01
30.165289,53.268766,81.514477,69.398907,58.189655,52.727274,16.136115,0,34.285715,C00
20.752984,53.510896,80.400891,53.005465,63.362069,50.909088,16.684963,0,0,C01
39.761249,73.84988,50.77951,62.295082,46.982758,44.545452,30.406148,0,48.571428,C00
39.164371,68.280872,46.547884,75.409835,51.077587,48.181819,27.332601,8.571429,48.571428,C00
36.960514,78.692493,30.066815,73.224043,42.025863,35.454543,38.199781,0,51.428572,?
44.168962,73.123487,22.494432,58.469945,51.293103,30.000001,44.56641,0,0,?
64.233241,71.912833,0,58.469945,30.818965,17.272725,69.813392,0,28.571428,?
27.456382,65.375303,88.641425,48.63388,57.758621,52.727274,11.745335,0,0,C01
26.354453,59.564164,86.859688,55.191256,54.310345,50,14.928651,0,80,C00
27.134986,54.96368,84.632517,43.169399,70.258621,50.909088,14.270034,0,34.285715,C00
21.074379,49.878935,78.396437,68.306011,76.50862,59.999997,9.001098,0,0,C01
21.808999,62.953995,78.841871,72.131147,58.836207,61.818183,11.306257,0,0,C01
29.201102,59.806295,80.846325,42.62295,65.086206,51.818181,14.599342,2.857143,48.571428,C00
22.681359,54.96368,77.282851,81.967213,62.715517,59.999997,12.074644,0,0,C01
20.431588,54.721549,70.824053,51.36612,68.103448,52.727274,18.990121,0,68.571429,C00
18.135904,62.953995,78.619154,57.377048,61.637931,50.909088,13.721186,0,0,C01
20.890725,60.774819,79.510022,59.562841,62.284483,50.909088,14.928651,0,28.571428,C00
