@relation glass-train

@attribute RI numeric
@attribute Na numeric
@attribute Mg numeric
@attribute Al numeric
@attribute Si numeric
@attribute K numeric
@attribute Ca numeric
@attribute Ba numeric
@attribute Fe numeric
@attribute cluster {C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50}

@data
27.134986,54.96368,84.632517,43.169399,70.258621,50.909088,14.270034,0,34.285715,C27
21.074379,49.878935,78.396437,68.306011,76.50862,59.999997,9.001098,0,0,C11
21.074379,51.815981,79.287305,73.770492,71.767242,59.090909,9.989024,0,0,?
21.808999,62.953995,78.841871,72.131147,58.836207,61.818183,11.306257,0,0,C16
29.201102,59.806295,80.846325,42.62295,65.086206,51.818181,14.599342,2.857143,48.571428,?
20.523415,51.331719,78.173719,62.84153,68.965517,61.818183,12.623491,1.904762,71.428572,?
22.681359,54.96368,77.282851,81.967213,62.715517,59.999997,12.074644,0,0,C14
28.650137,51.331719,81.737194,51.912569,59.482758,56.363635,17.563118,0,100,?
25.436179,70.702179,81.514477,44.808742,63.793104,10.000002,16.684963,0,0,C32
18.135904,62.953995,78.619154,57.377048,61.637931,50.909088,13.721186,0,0,C07
20.890725,60.774819,79.510022,59.562841,62.284483,50.909088,14.928651,0,28.571428,C15
