1,90.88904507779812,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 5.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_NUM_PTS - 2.6666667,DBSCAN_MAX_DIST - 8.0],}
18,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
19,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
20,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
21,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
22,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
23,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
24,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
25,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
26,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
27,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
28,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
29,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
30,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
31,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
32,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
33,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
34,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
35,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
36,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
37,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
38,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
39,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
40,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
41,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
42,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
43,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
44,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
45,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
46,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
47,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
48,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
49,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
50,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
51,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
52,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
53,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
54,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
55,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
56,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
57,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
58,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
59,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
60,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
61,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
62,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
63,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
64,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
65,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
66,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
67,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
68,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
69,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
70,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
71,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
72,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
73,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
74,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
75,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
76,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
77,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
78,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
79,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
80,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
81,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
82,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
83,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
84,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
85,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
86,100.0,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_EPSILON - 1.1111112,DENCLUE_SIGMA - 2.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.3333335,DBSCAN_MAX_DIST - 7.2222223],}
