@relation glass-train

@attribute RI numeric
@attribute Na numeric
@attribute Mg numeric
@attribute Al numeric
@attribute Si numeric
@attribute K numeric
@attribute Ca numeric
@attribute Ba numeric
@attribute Fe numeric
@attribute cluster {C00,C01,C02,C03}

@data
31.450872,66.828087,77.505568,57.923497,46.12069,50,21.075742,0,0,C01
30.027548,59.564164,75.055679,48.63388,62.715517,51.818181,19.20966,0,45.714286,C01
46.280991,60.048426,83.964365,27.322404,46.982758,11.818183,32.272229,0,0,C03
31.359044,69.007264,74.610245,51.36612,48.922413,53.636361,20.087816,0,0,C01
50.734618,72.397095,82.85078,12.021859,41.810345,8.181816,32.711307,0,45.714286,?
32.644628,59.806295,74.164811,54.09836,54.956896,54.545455,22.612514,0,31.428571,C01
27.226813,65.375303,63.919822,49.180327,65.301724,50,21.40505,0,0,C01
28.55831,58.353512,63.25167,54.09836,65.517241,50,21.844127,0,0,C01
25.436179,41.64649,60.356347,54.644809,83.836207,50.909088,21.734358,0,68.571429,C01
27.961432,51.815981,77.505568,54.644809,67.672414,54.545455,14.818881,0,0,C01
24.747475,66.585956,83.296214,48.087431,68.534482,53.636361,10.428102,0,0,C01
24.747475,64.40678,81.514477,49.180327,64.224138,51.818181,13.062569,0,31.428571,C01
31.68044,69.491526,80.623608,44.808742,60.991379,12.72727,18.441273,0,0,C00
34.986226,74.576271,79.732739,56.284152,41.163793,10.90909,17.453348,21.904762,0,C00
43.939394,67.312348,85.96882,32.240437,42.672414,20.909092,27.003293,0,31.428571,C03
46.464646,83.292978,84.855234,26.775957,33.189655,0,28.649836,0,0,C02
43.939394,66.585956,83.296214,33.333333,47.413793,16.363637,27.77168,0,20,C03
43.02112,56.174334,81.291759,31.693989,54.094828,17.272725,30.406148,0,48.571428,C03
43.02112,57.86925,79.732739,33.333333,51.50862,20.909092,30.07684,0,45.714286,C03
16.483012,100,81.737194,79.234973,44.396551,14.545457,3.073546,0,34.285715,?
17.355372,57.142858,79.955457,67.213114,70.905172,60.90909,8.232712,0,0,C01
19.100092,63.196126,79.510022,69.945354,65.948276,55.454542,8.891329,0,0,C01
17.21763,55.447942,79.732739,66.666667,71.336207,62.72727,9.659715,0,0,C01
19.742883,65.617434,80.400891,68.306011,55.603449,59.999997,10.428102,0,0,C01
18.273645,77.23971,78.396437,52.459016,66.163794,33.636363,9.440177,0,39.999999,?
17.21763,50.605326,78.396437,87.978141,65.732759,62.72727,9.769485,0,0,C01
17.309458,51.57385,78.396437,100,61.422414,62.72727,9.769485,0,0,C01
19.788797,64.891042,79.064588,52.459016,64.655173,61.818183,11.196487,0,0,C01
18.82461,63.680387,79.732739,65.573771,62.715517,40.909091,12.403952,0,0,C01
16.253443,60.774819,77.728285,64.480875,74.13793,34.545456,10.428102,0,0,C01
19.742883,64.648911,77.728285,67.213114,61.206897,60.90909,10.976949,0,28.571428,C01
18.503214,55.205811,77.951002,65.027322,66.37931,54.545455,11.416027,0,0,C01
19.513315,44.067797,77.505568,86.338798,73.706897,57.272728,10.976949,0,25.714286,C01
17.125803,57.86925,75.946548,70.491803,74.353448,6.363635,14.379803,0,54.285714,?
17.21763,60.774819,74.387528,64.480875,70.905172,35.454543,12.513722,0,0,C01
19.008264,47.941889,74.164811,65.573771,74.784483,60.90909,12.733261,0,0,C01
29.614324,63.680387,76.391982,62.295082,52.801724,46.363633,16.684963,0,0,C01
21.763085,46.973365,64.142539,77.595628,73.275862,66.363632,16.026345,0,0,C01
27.364555,53.995158,65.924276,62.295082,67.025862,54.545455,18.770582,4.444444,0,C01
20.202019,48.910412,63.474388,62.84153,74.568965,51.818181,18.770582,3.492063,62.857143,C01
23.645546,39.225181,60.579065,73.224043,65.948276,63.636364,23.600439,0,0,C01
27.777777,45.762713,61.469933,29.508197,86.206896,31.818182,25.686059,0,57.142857,?
54.86685,75.060532,64.587973,48.087431,28.87931,7.272728,40.724478,0,0,?
57.85124,17.433415,0,86.885245,51.293103,73.63636,67.618002,0,97.142858,?
87.695133,0,0,98.907104,0,52.727274,68.276619,100,80,?
46.235078,89.588378,0,38.797814,61.637931,9.090909,48.737651,0,22.857144,?
27.68595,72.397095,0,14.754098,100,0,42.919868,0,0,?
71.717172,46.246974,0,20.765027,47.629311,5.454548,80.351262,0,0,?
31.083562,66.101696,85.300668,53.005465,59.051724,51.818181,12.403952,0,39.999999,C01
29.017447,57.384988,88.418708,49.180327,56.681035,54.545455,14.818881,0,0,C01
28.191001,60.774819,86.859688,61.202186,54.310345,50,13.501647,0,28.571428,C01
22.635445,72.397095,81.959911,83.060109,48.491379,58.181816,8.78156,0,0,C01
28.879706,61.01695,83.741648,56.284152,55.818965,52.727274,14.709111,0,0,C01
20.56933,53.268766,78.841871,72.677596,67.887931,58.181816,10.428102,0,60.000001,C01
21.671257,60.532688,78.841871,65.027322,65.301724,50.909088,11.196487,0,0,C01
44.168962,59.806295,81.959911,46.994535,63.362069,49.090907,15.806806,0,0,C01
30.165289,53.268766,81.514477,69.398907,58.189655,52.727274,16.136115,0,34.285715,C01
20.752984,53.510896,80.400891,53.005465,63.362069,50.909088,16.684963,0,0,C01
44.168962,73.123487,22.494432,58.469945,51.293103,30.000001,44.56641,0,0,?
64.233241,71.912833,0,58.469945,30.818965,17.272725,69.813392,0,28.571428,?
26.859504,72.154964,87.52784,68.306011,43.103449,49.090907,12.403952,0,42.857143,C01
26.354453,59.564164,86.859688,55.191256,54.310345,50,14.928651,0,80,C01
27.134986,54.96368,84.632517,43.169399,70.258621,50.909088,14.270034,0,34.285715,C01
22.773186,52.300242,80.623608,69.945354,67.887931,55.454542,11.306257,0,0,C01
21.074379,49.878935,78.396437,68.306011,76.50862,59.999997,9.001098,0,0,C01
21.074379,51.815981,79.287305,73.770492,71.767242,59.090909,9.989024,0,0,C01
21.808999,62.953995,78.841871,72.131147,58.836207,61.818183,11.306257,0,0,C01
29.201102,59.806295,80.846325,42.62295,65.086206,51.818181,14.599342,2.857143,48.571428,C01
20.523415,51.331719,78.173719,62.84153,68.965517,61.818183,12.623491,1.904762,71.428572,C01
22.681359,54.96368,77.282851,81.967213,62.715517,59.999997,12.074644,0,0,C01
28.650137,51.331719,81.737194,51.912569,59.482758,56.363635,17.563118,0,100,C01
25.436179,70.702179,81.514477,44.808742,63.793104,10.000002,16.684963,0,0,C00
18.135904,62.953995,78.619154,57.377048,61.637931,50.909088,13.721186,0,0,C01
20.890725,60.774819,79.510022,59.562841,62.284483,50.909088,14.928651,0,28.571428,C01
