%	Number of instances: 589
%	Number of classes: 4 (c1,c2,c3,c4)
%	Number of attributes: 4

% Data distribution per class
% C1 = 160 instances (27.16%)
% C2 = 143 instances (24.28%)
% C3 = 138 instances (23,43%)
% C4 = 148 instances (25,13%)

% Split dataset
% train: 60%
% test: 40%

@RELATION Synthetic-1

@ATTRIBUTE X REAL
@ATTRIBUTE Y REAL
@ATTRIBUTE class {C1,C2,C3,C4}

@DATA
0.0567462039046	,0.15640182351	,C1
0.148937093275	,0.159723217193	,C1
0.0954663774403	,0.184633669814	,C1
0.0567462039046	,0.176330185607	,C1
0.123123644252	,0.163044610876	,C1
0.211626898048	,0.182972972973	,C1
0.180281995662	,0.139794855096	,C1
0.143405639913	,0.141455551937	,C1
0.161843817787	,0.196258547704	,C1
0.207939262473	,0.247740149788	,C1
0.191344902386	,0.294239661348	,C1
0.220845986985	,0.362328231846	,C1
0.222689804772	,0.332435688701	,C1
0.182125813449	,0.378935200261	,C1
0.080715835141	,0.372292412895	,C1
0.0, 0.373953109736, C1
0.0180260303688	,0.325792901335	,C1
0.0936225596529	,0.334096385542	,C1
0.0530585683297	,0.354024747639	,C1
0.113904555315	,0.344060566591	,C1
0.16737527115	,0.350703353956	,C1
0.187657266811	,0.324132204494	,C1
0.136030368764	,0.368971019212	,C1
0.0383080260304	,0.266007815044	,C1
0.00327548806941,	0.24940084663,	C1
0.0161822125813	,0.20290133507	,C1
0.0475271149675	,0.231133181374	,C1
0.0272451193059	,0.236115271898	,C1
0.100997830803	,0.270989905568	,C1
0.0770281995662	,0.239436665581	,C1
0.172906724512	,0.24940084663	,C1
0.117592190889	,0.242758059264	,C1
0.15262472885	,0.22615109085	,C1
0.0844034707158	,0.26102572452	,C1
0.0788720173536	,0.274311299251	,C1
0.058590021692	,0.274311299251	,C1
0.0272451193059	,0.274311299251	,C1
0.100997830803	,0.224490394008	,C1
0.128655097614	,0.267668511885	,C1
0.132342733189	,0.207883425594	,C1
0.158156182213	,0.151419732986	,C1
0.10284164859	,0.13315206773	,C1
0.0622776572668	,0.109902311951	,C1
0.0383080260304	,0.0351709540866,	C1
0.0954663774403	,0.0451351351351,	C1
0.137874186551	,0.111563008792,C1
0.113904555315	,0.159723217193,C1
0.195032537961	,0.211204819277,C1
0.15262472885	,0.279293389775,C1
0.0383080260304	,0.334096385542,C1
0.0290889370933	,0.385577987626,C1
0.11021691974	,0.363988928688,C1
0.0751843817787	,0.347381960274,C1
0.148937093275	,0.320810810811,C1
0.161843817787	,0.352364050798,C1
0.158156182213	,0.375613806578,C1
0.193188720174	,0.352364050798,C1
0.198720173536	,0.335757082384	,C1
0.0825596529284	,0.317489417128	,C1
0.115748373102	,0.310846629762	,C1
0.136030368764	,0.342399869749	,C1
0.178438177874	,0.256043633995	,C1
0.198720173536	,0.287596873982	,C1
0.206095444685	,0.161383914035	,C1
0.176594360087	,0.0534386193422	,C1
0.0991540130152	,0.0949560403777	,C1
0.0714967462039	,0.20290133507	,C1
0.0217136659436	,0.0849918593292	,C1
0.0419956616052	,0.0600814067079	,C1
0.115748373102	,0.0501172256594	,C1
0.126811279826	,0.124848583523	,C1
0.0991540130152	,0.164705307717	,C1
0.0954663774403	,0.209544122436	,C1
0.0512147505423	,0.315828720287	,C1
0.121279826464	,0.337417779225	,C1
0.171062906725	,0.241097362423	,C1
0.145249457701	,0.252722240313	,C1
0.189501084599	,0.177990882449	,C1
0.180281995662	,0.101598827743	,C1
0.183969631236	,0.0351709540866	,C1
0.215314533623	,0.266007815044	,C1
0.080715835141	,0.373953109736	,C1
0.0346203904555	,0.372292412895	,C1
0.10284164859	,0.378935200261	,C1
0.0,	0.141455551937,	C1
0.0954663774403	,0.0318495604038	,C1
0.154468546638	,0.0235460761967	,C1
0.156312364425	,0.0982774340606	,C1
0.195032537961	,0.129830674048	,C1
0.10284164859	,0.0700455877564	,C1
0.0825596529284	,0.126509280365	,C1
0.115748373102	,0.285936177141	,C1
0.171062906725	,0.294239661348	,C1
0.0254013015184	,0.305864539238	,C1
0.00327548806941,	0.270989905568,	C1
0.16737527115	,0.13315206773	,C1
0.036464208243	,0.088313253012	,C1
0.0549023861171	,0.138134158255	,C1
0.0549023861171	,0.207883425594	,C1
0.172906724512	,0.173008791924	,C1
0.145249457701	,0.236115271898	,C1
0.0733405639913	,0.302543145555	,C1
0.123123644252	,0.342399869749	,C1
0.178438177874	,0.307525236079	,C1
0.132342733189	,0.0849918593292	,C1
0.0327765726681	,0.0434744382937	,C1
0.0659652928416	,0.0235460761967	,C1
0.132342733189	,0.0102605014653	,C1
0.169219088937	,0.0600814067079	,C1
0.113904555315	,0.106580918268	,C1
0.794273318872	,0.400524259199	,C2
0.772147505423	,0.382256593943	,C2
0.770303687636	,0.0351709540866	,C2
0.884620390456	,0.0,	C2
0.772147505423	,0.00527841094106,	C2
0.77399132321	,0.332435688701	,C2
0.77399132321	,0.242758059264	,C2
0.764772234273	,0.169687398242	,C2
0.77399132321	,0.212865516119	,C2
0.762928416486	,0.114884402475	,C2
0.772147505423	,0.0634028003908	,C2
0.853275488069	,0.398863562358	,C2
0.923340563991	,0.398863562358	,C2
0.993405639913	,0.40218495604	,C2
0.891995661605	,0.397202865516	,C2
0.962060737527	,0.388899381309	,C2
0.991561822126	,0.363988928688	,C2
0.783210412148	,0.287596873982	,C2
0.840368763557	,0.13315206773	,C2
0.827462039046	,0.0318495604038	,C2
0.83852494577	,0.0119211983067	,C2
0.967592190889	,0.016903288831	,C2
0.993405639913	,0.0617421035493	,C2
0.928872017354	,0.0849918593292	,C2
0.891995661605	,0.0700455877564	,C2
0.90305856833	,0.174669488766	,C2
0.897527114967	,0.262686421361	,C2
0.847744034707	,0.304203842397	,C2
0.827462039046	,0.332435688701	,C2
0.820086767896	,0.231133181374	,C2
0.807180043384	,0.141455551937	,C2
0.825618221258	,0.0982774340606	,C2
0.923340563991	,0.134812764572	,C2
0.984186550976	,0.171348095083	,C2
0.949154013015	,0.221169000326	,C2
0.84590021692	,0.207883425594	,C2
0.891995661605	,0.222829697167	,C2
0.871713665944	,0.287596873982	,C2
0.906746203905	,0.337417779225	,C2
0.836681127983	,0.359006838163	,C2
0.875401301518	,0.350703353956	,C2
0.956529284165	,0.362328231846	,C2
0.963904555315	,0.314168023445	,C2
0.919652928416	,0.300882448714	,C2
0.930715835141	,0.274311299251	,C2
0.987874186551	,0.254382937154	,C2
0.991561822126	,0.322471507652	,C2
0.969436008677	,0.277632692934	,C2
0.919652928416	,0.216186909801	,C2
0.934403470716	,0.1680267014	,C2
0.943622559653	,0.136473461413	,C2
0.877245119306	,0.111563008792	,C2
0.83114967462	,0.17965157929	,C2
0.871713665944	,0.0467958319766	,C2
0.927028199566	,0.0351709540866	,C2
0.938091106291	,0.0152425919896	,C2
0.95284164859	,0.0733669814393	,C2
0.987874186551	,0.128169977206	,C2
0.962060737527	,0.212865516119	,C2
0.84590021692	,0.256043633995	,C2
0.803492407809	,0.275971996092	,C2
0.875401301518	,0.266007815044	,C2
0.904902386117	,0.322471507652	,C2
0.912277657267	,0.362328231846	,C2
0.820086767896	,0.380595897102	,C2
0.810867678959	,0.337417779225	,C2
0.805336225597	,0.206222728753	,C2
0.799804772234	,0.161383914035	,C2
0.873557483731	,0.13315206773	,C2
0.89568329718	,0.159723217193	,C2
0.912277657267	,0.211204819277	,C2
0.866182212581	,0.186294366656	,C2
0.823774403471	,0.128169977206	,C2
0.814555314534	,0.0600814067079	,C2
0.851431670282	,0.0750276782807	,C2
0.917809110629	,0.103259524585	,C2
0.958373101952	,0.108241615109	,C2
0.971279826464	,0.171348095083	,C2
0.950997830803	,0.267668511885	,C2
0.947310195228	,0.251061543471	,C2
0.877245119306	,0.239436665581	,C2
0.910433839479	,0.232793878216	,C2
0.855119305857	,0.335757082384	,C2
0.821930585683	,0.289257570824	,C2
0.880932754881	,0.103259524585	,C2
0.893839479393	,0.192937154021	,C2
0.95284164859	,0.194597850863	,C2
0.927028199566	,0.0534386193422	,C2
0.897527114967	,0.0285281667209	,C2
0.877245119306	,0.0202246825138	,C2
0.805336225597	,0.0866525561706	,C2
0.775835140998	,0.118205796158	,C2
0.794273318872	,0.119866492999	,C2
0.821930585683	,0.199579941387	,C2
0.797960954447	,0.211204819277	,C2
0.810867678959	,0.26102572452	,C2
0.914121475054	,0.0085998046239	,C2
0.971279826464	,0.0567600130251	,C2
0.954685466377	,0.0335102572452	,C2
0.978655097614	,0.0982774340606	,C2
0.906746203905	,0.0816704656464	,C2
0.844056399132	,0.163044610876	,C2
0.847744034707	,0.164705307717	,C2
0.880932754881	,0.0833311624878	,C2
0.823774403471	,0.0135818951482	,C2
0.807180043384	,0.0434744382937	,C2
0.799804772234	,0.0833311624878	,C2
0.792429501085	,0.177990882449	,C2
0.805336225597	,0.274311299251	,C2
0.794273318872	,0.315828720287	,C2
0.803492407809	,0.367310322371	,C2
0.923340563991	,0.372292412895	,C2
0.949154013015	,0.322471507652	,C2
0.84590021692	,0.246079452947	,C2
0.939934924078	,0.334096385542	,C2
0.882776572668	,0.297561055031	,C2
0.934403470716	,0.194597850863	,C2
0.866182212581	,0.103259524585	,C2
0.869869848156	,0.0351709540866	,C2
0.897527114967	,0.0501172256594	,C2
0.954685466377	,0.108241615109	,C2
0.897527114967	,0.126509280365	,C2
0.938091106291	,0.146437642462	,C2
0.986030368764	,0.21452621296	,C2
0.971279826464	,0.131491370889	,C2
0.932559652928	,0.211204819277	,C2
0.868026030369	,0.217847606643	,C2
0.936247288503	,0.289257570824	,C2
0.893839479393	,0.29590035819	,C2
0.875401301518	,0.330774991859	,C2
0.873557483731	,0.370631716053	,C2
0.842212581345	,0.0467958319766	,C2
0.95284164859	,0.00527841094106	,C2
0.908590021692	,0.0534386193422	,C2
0.807180043384	,0.088313253012	,C2
0.862494577007	,0.15640182351	,C2
0.792429501085	,0.251061543471	,C2
0.844056399132	,0.287596873982	,C2
0.829305856833	,0.322471507652	,C2
0.891995661605	,0.352364050798	,C2
0.96021691974	,0.307525236079	,C2
0.783210412148	,0.0185639856724	,C2
0.805336225597	,0.016903288831	,C2
0.792429501085	,0.601468577011	,C3
0.770303687636	,0.621396939108	,C3
0.770303687636	,0.98675024422	,C3
0.770303687636	,0.754252686421	,C3
0.770303687636	,0.863858677955	,C3
0.973123644252	,0.601468577011	,C3
0.770303687636	,0.908697492673	,C3
0.770303687636	,0.955197004233	,C3
0.807180043384	,0.99837512211	,C3
0.893839479393	,0.99837512211	,C3
0.849587852495	,0.995053728427	,C3
0.95284164859	,0.99837512211	,C3
0.973123644252	,0.993393031586	,C3
0.777678958785	,0.815698469554	,C3
0.77399132321	,0.699449690655	,C3
0.77399132321	,0.731002930641	,C3
0.766616052061	,0.662914360143	,C3
0.777678958785	,0.792448713774	,C3
0.853275488069	,0.913679583198	,C3
0.890151843818	,0.792448713774	,C3
0.847744034707	,0.731002930641	,C3
0.814555314534	,0.646307391729	,C3
0.910433839479	,0.634682513839	,C3
0.829305856833	,0.609772061218	,C3
0.915965292842	,0.613093454901	,C3
0.943622559653	,0.609772061218	,C3
0.877245119306	,0.606450667535	,C3
0.950997830803	,0.67121784435	,C3
0.978655097614	,0.638003907522	,C3
0.954685466377	,0.626379029632	,C3
0.893839479393	,0.651289482253	,C3
0.877245119306	,0.649628785412	,C3
0.83852494577	,0.692806903289	,C3
0.818242950108	,0.727681536959	,C3
0.834837310195	,0.870501465321	,C3
0.862494577007	,0.765877564311	,C3
0.877245119306	,0.744288505373	,C3
0.891995661605	,0.757574080104	,C3
0.797960954447	,0.82234125692	,C3
0.814555314534	,0.865519374796	,C3
0.834837310195	,0.784145229567	,C3
0.823774403471	,0.760895473787	,C3
0.856963123644	,0.828984044285	,C3
0.842212581345	,0.877144252686	,C3
0.88830802603	,0.955197004233	,C3
0.891995661605	,0.898733311625	,C3
0.932559652928	,0.82234125692	,C3
0.934403470716	,0.757574080104	,C3
0.917809110629	,0.724360143276	,C3
0.862494577007	,0.679521328557	,C3
0.860650759219	,0.652950179095	,C3
0.915965292842	,0.666235753826	,C3
0.943622559653	,0.677860631716	,C3
0.978655097614	,0.677860631716	,C3
0.978655097614	,0.737645718007	,C3
0.980498915401	,0.850573103224	,C3
0.950997830803	,0.878804949528	,C3
0.938091106291	,0.878804949528	,C3
0.921496746204	,0.819019863237	,C3
0.962060737527	,0.828984044285	,C3
0.906746203905	,0.852233800065	,C3
0.965748373102	,0.931947248453	,C3
0.88830802603	,0.961839791599	,C3
0.83114967462	,0.943572126343	,C3
0.821930585683	,0.907036795832	,C3
0.807180043384	,0.961839791599	,C3
0.797960954447	,0.921983067405	,C3
0.893839479393	,0.94025073266	,C3
0.934403470716	,0.933607945295	,C3
0.947310195228	,0.923643764246	,C3
0.976811279826	,0.970143275806	,C3
0.917809110629	,0.888769130576	,C3
0.866182212581	,0.847251709541	,C3
0.875401301518	,0.78746662325	,C3
0.83114967462	,0.812377075871	,C3
0.799804772234	,0.714395962227	,C3
0.801648590022	,0.669557147509	,C3
0.821930585683	,0.639664604363	,C3
0.908590021692	,0.68284272224	,C3
0.901214750542	,0.697788993813	,C3
0.949154013015	,0.754252686421	,C3
0.936247288503	,0.70609247802	,C3
0.969436008677	,0.784145229567	,C3
0.939934924078	,0.78746662325	,C3
0.899370932755	,0.837287528492	,C3
0.884620390456	,0.883787040052	,C3
0.842212581345	,0.870501465321	,C3
0.820086767896	,0.852233800065	,C3
0.871713665944	,0.94025073266	,C3
0.978655097614	,0.912018886356	,C3
0.923340563991	,0.920322370563	,C3
0.939934924078	,0.990071637903	,C3
0.949154013015	,0.830644741127	,C3
0.904902386117	,0.747609899056	,C3
0.879088937093	,0.711074568544	,C3
0.83852494577	,0.679521328557	,C3
0.849587852495	,0.628039726473	,C3
0.954685466377	,0.716056659069	,C3
0.973123644252	,0.897072614783	,C3
0.936247288503	,0.973464669489	,C3
0.849587852495	,0.971803972647	,C3
0.932559652928	,0.958518397916	,C3
0.825618221258	,0.712735265386	,C3
0.810867678959	,0.78746662325	,C3
0.786898047722	,0.759234776946	,C3
0.797960954447	,0.890429827418	,C3
0.862494577007	,0.815698469554	,C3
0.825618221258	,0.716056659069	,C3
0.786898047722	,0.642985998046	,C3
0.832993492408	,0.664575056985	,C3
0.908590021692	,0.70609247802	,C3
0.932559652928	,0.772520351677	,C3
0.96021691974	,0.817359166395	,C3
0.884620390456	,0.837287528492	,C3
0.877245119306	,0.888769130576	,C3
0.871713665944	,0.910358189515	,C3
0.820086767896	,0.897072614783	,C3
0.809023861171	,0.953536307392	,C3
0.851431670282	,0.961839791599	,C3
0.897527114967	,0.98675024422	,C3
0.890151843818	,0.991732334744	,C3
0.807180043384	,0.983428850537	,C3
0.947310195228	,0.868840768479	,C3
0.78874186551	,0.853894496907	,C3
0.932559652928	,0.652950179095	,C3
0.941778741866	,0.755913383263	,C3
0.83852494577	,0.76421686747	,C3
0.871713665944	,0.726020840117	,C3
0.792429501085	,0.692806903289	,C3
0.891995661605	,0.633021816998	,C3
0.869869848156	,0.74096711169	,C3
0.899370932755	,0.777502442201	,C3
0.915965292842	,0.800752197981	,C3
0.930715835141	,0.868840768479	,C3
0.821930585683	,0.877144252686	,C3
0.915965292842	,0.94025073266	,C3
0.965748373102	,0.953536307392	,C3
0.949154013015	,0.692806903289	,C3
0.0217136659436	,0.603129273852	,C4
0.202407809111	,0.599807880169	,C4
0.230065075922	,0.633021816998	,C4
0.22453362256	,0.950214913709	,C4
0.226377440347	,0.838948225334	,C4
0.230065075922	,0.745949202214	,C4
0.0401518438178	,0.691146206447	,C4
0.0124945770065	,0.646307391729	,C4
0.0899349240781	,0.614754151742	,C4
0.163687635575	,0.606450667535	,C4
0.0567462039046	,0.606450667535	,C4
0.119436008677	,0.651289482253	,C4
0.207939262473	,0.638003907522	,C4
0.215314533623	,0.707753174862	,C4
0.230065075922	,0.692806903289	,C4
0.226377440347	,0.800752197981	,C4
0.215314533623	,0.858876587431	,C4
0.22453362256	,0.905376098991	,C4
0.20978308026	,0.996714425269	,C4
0.213470715835	,0.943572126343	,C4
0.215314533623	,0.848912406382	,C4
0.191344902386	,0.681182025399	,C4
0.174750542299	,0.716056659069	,C4
0.11021691974	,0.684503419082	,C4
0.178438177874	,0.654610875936	,C4
0.161843817787	,0.687824812765	,C4
0.150780911063	,0.636343210681	,C4
0.100997830803	,0.639664604363	,C4
0.0751843817787	,0.644646694888	,C4
0.0327765726681	,0.67121784435	,C4
0.0143383947939	,0.7293422338	,C4
0.0751843817787	,0.696128296972	,C4
0.0659652928416	,0.742627808531	,C4
0.139718004338	,0.714395962227	,C4
0.124967462039	,0.745949202214	,C4
0.0770281995662	,0.732663627483	,C4
0.128655097614	,0.727681536959	,C4
0.0475271149675	,0.654610875936	,C4
0.124967462039	,0.618075545425	,C4
0.137874186551	,0.681182025399	,C4
0.172906724512	,0.75259198958	,C4
0.207939262473	,0.744288505373	,C4
0.215314533623	,0.832305437968	,C4
0.215314533623	,0.900394008466	,C4
0.185813449024	,0.971803972647	,C4
0.0272451193059	,0.993393031586	,C4
0.058590021692	,1.0,	C4
0.126811279826	,0.990071637903	,C4
0.169219088937	,0.996714425269	,C4
0.0899349240781	,1.0	,C4
0.0899349240781	,0.935268642136	,C4
0.023557483731	,0.96350048844	,C4
0.023557483731	,0.878804949528	,C4
0.0124945770065	,0.77584174536	,C4
0.0254013015184	,0.721038749593	,C4
0.058590021692	,0.774181048518	,C4
0.0475271149675	,0.838948225334	,C4
0.0180260303688	,0.838948225334	,C4
0.0438394793926	,0.936929338978	,C4
0.0714967462039	,0.857215890589	,C4
0.113904555315	,0.789127320091	,C4
0.0751843817787	,0.820680560078	,C4
0.106529284165	,0.785805926408	,C4
0.158156182213	,0.804073591664	,C4
0.136030368764	,0.863858677955	,C4
0.0825596529284	,0.893751221101	,C4
0.108373101952	,0.950214913709	,C4
0.163687635575	,0.94025073266	,C4
0.154468546638	,0.920322370563	,C4
0.108373101952	,0.882126343211	,C4
0.108373101952	,0.832305437968	,C4
0.16	,0.842269619017	,C4
0.189501084599	,0.872162162162	,C4
0.16	,0.902054705308	,C4
0.0917787418655	,0.923643764246	,C4
0.0401518438178	,0.908697492673	,C4
0.00880694143167	,0.91700097688	,C4
0.0512147505423	,0.971803972647	,C4
0.0973101952278	,0.980107456854	,C4
0.137874186551	,0.935268642136	,C4
0.172906724512	,0.805734288505	,C4
0.187657266811	,0.777502442201	,C4
0.198720173536	,0.832305437968	,C4
0.141561822126	,0.770859654836	,C4
0.0659652928416	,0.785805926408	,C4
0.0401518438178	,0.807394985347	,C4
0.036464208243	,0.759234776946	,C4
0.0954663774403	,0.7293422338	,C4
0.139718004338	,0.828984044285	,C4
0.115748373102	,0.862197981114	,C4
0.10284164859	,0.800752197981	,C4
0.0917787418655	,0.76421686747	,C4
0.0512147505423	,0.731002930641	,C4
0.0106507592191	,0.684503419082	,C4
0.0880911062907	,0.672878541192	,C4
0.0383080260304	,0.621396939108	,C4
0.0327765726681	,0.634682513839	,C4
0.0954663774403	,0.704431781179	,C4
0.0493709327549	,0.709413871703	,C4
0.139718004338	,0.711074568544	,C4
0.15262472885	,0.734324324324	,C4
0.189501084599	,0.792448713774	,C4
0.156312364425	,0.792448713774	,C4
0.117592190889	,0.814037772712	,C4
0.126811279826	,0.905376098991	,C4
0.193188720174	,0.925304461088	,C4
0.143405639913	,0.97512536633	,C4
0.0751843817787	,0.938590035819	,C4
0.0419956616052	,0.890429827418	,C4
0.0659652928416	,0.921983067405	,C4
0.0124945770065	,0.95187561055	,C4
0.00880694143167	,0.988410941062	,C4
0.080715835141	,0.965161185282	,C4
0.136030368764	,0.770859654836	,C4
0.147093275488	,0.687824812765	,C4
0.158156182213	,0.644646694888	,C4
0.182125813449	,0.631361120156	,C4
0.187657266811	,0.692806903289	,C4
0.204251626898	,0.739306414849	,C4
0.187657266811	,0.83396613481	,C4
0.148937093275	,0.883787040052	,C4
0.189501084599	,0.915340280039	,C4
0.189501084599	,0.95187561055	,C4
0.211626898048	,0.779163139043	,C4
0.0198698481562	,0.807394985347	,C4
0.0438394793926	,0.731002930641	,C4
0.0143383947939	,0.65959296646	,C4
0.147093275488	,0.65959296646	,C4
0.0788720173536	,0.78746662325	,C4
0.0714967462039	,0.857215890589	,C4
0.0512147505423	,0.890429827418	,C4
0.0622776572668	,0.882126343211	,C4
0.0493709327549	,0.857215890589	,C4
0.0788720173536	,0.727681536959	,C4
0.0272451193059	,0.777502442201	,C4
0.0217136659436	,0.868840768479	,C4
0.0198698481562	,0.898733311625	,C4
0.185813449024	,0.868840768479	,C4
0.141561822126	,0.956857701075	,C4
0.154468546638	,0.983428850537	,C4
0.0917787418655	,0.701110387496	,C4
0.0936225596529	,0.649628785412	,C4
0.0936225596529	,0.672878541192	,C4
0.0567462039046	,0.68284272224	,C4
0.20978308026	,0.664575056985	,C4
0.145249457701	,0.770859654836	,C4
0.112060737527	,0.890429827418	,C4
0.0714967462039	,0.843930315858	,C4
