@relation glass-train

@attribute RI numeric
@attribute Na numeric
@attribute Mg numeric
@attribute Al numeric
@attribute Si numeric
@attribute K numeric
@attribute Ca numeric
@attribute Ba numeric
@attribute Fe numeric
@attribute cluster {C00,C01,C02,C03}

@data
66.528925,12.106538,0,26.229508,73.275862,0,83.424808,0,0,?
31.083562,66.101696,85.300668,53.005465,59.051724,51.818181,12.403952,0,39.999999,C01
29.017447,57.384988,88.418708,49.180327,56.681035,54.545455,14.818881,0,0,C01
28.971533,64.891042,86.636971,56.830601,55.387931,46.363633,13.172339,0,0,C01
22.635445,72.397095,81.959911,83.060109,48.491379,58.181816,8.78156,0,0,C01
21.028466,62.227604,81.069042,67.759562,58.62069,59.090909,10.428102,0,82.857143,C01
20.064279,68.523003,79.510022,64.480875,56.896551,58.181816,9.659715,0,0,C01
20.56933,53.268766,78.841871,72.677596,67.887931,58.181816,10.428102,0,60.000001,C01
21.671257,60.532688,78.841871,65.027322,65.301724,50.909088,11.196487,0,0,C01
22.589532,66.585956,77.505568,77.595628,58.405172,56.363635,9.989024,0,0,C01
44.168962,59.806295,81.959911,46.994535,63.362069,49.090907,15.806806,0,0,C01
30.165289,53.268766,81.514477,69.398907,58.189655,52.727274,16.136115,0,34.285715,C01
20.752984,53.510896,80.400891,53.005465,63.362069,50.909088,16.684963,0,0,C01
39.761249,73.84988,50.77951,62.295082,46.982758,44.545452,30.406148,0,48.571428,C03
39.164371,68.280872,46.547884,75.409835,51.077587,48.181819,27.332601,8.571429,48.571428,C03
36.960514,78.692493,30.066815,73.224043,42.025863,35.454543,38.199781,0,51.428572,?
44.168962,73.123487,22.494432,58.469945,51.293103,30.000001,44.56641,0,0,?
27.456382,65.375303,88.641425,48.63388,57.758621,52.727274,11.745335,0,0,C01
26.859504,72.154964,87.52784,68.306011,43.103449,49.090907,12.403952,0,42.857143,C01
26.354453,59.564164,86.859688,55.191256,54.310345,50,14.928651,0,80,C01
27.134986,54.96368,84.632517,43.169399,70.258621,50.909088,14.270034,0,34.285715,C01
21.074379,49.878935,78.396437,68.306011,76.50862,59.999997,9.001098,0,0,C01
21.808999,62.953995,78.841871,72.131147,58.836207,61.818183,11.306257,0,0,C01
29.201102,59.806295,80.846325,42.62295,65.086206,51.818181,14.599342,2.857143,48.571428,C01
22.681359,54.96368,77.282851,81.967213,62.715517,59.999997,12.074644,0,0,C01
20.431588,54.721549,70.824053,51.36612,68.103448,52.727274,18.990121,0,68.571429,C01
28.650137,51.331719,81.737194,51.912569,59.482758,56.363635,17.563118,0,100,C01
25.436179,70.702179,81.514477,44.808742,63.793104,10.000002,16.684963,0,0,C00
20.890725,60.774819,79.510022,59.562841,62.284483,50.909088,14.928651,0,28.571428,C01
