@relation glass-train

@attribute RI numeric
@attribute Na numeric
@attribute Mg numeric
@attribute Al numeric
@attribute Si numeric
@attribute K numeric
@attribute Ca numeric
@attribute Ba numeric
@attribute Fe numeric
@attribute cluster {C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49}

@data
46.280991,60.048426,83.964365,27.322404,46.982758,11.818183,32.272229,0,0,C43
31.359044,69.007264,74.610245,51.36612,48.922413,53.636361,20.087816,0,0,C36
50.734618,72.397095,82.85078,12.021859,41.810345,8.181816,32.711307,0,45.714286,?
32.644628,59.806295,74.164811,54.09836,54.956896,54.545455,22.612514,0,31.428571,?
27.226813,65.375303,63.919822,49.180327,65.301724,50,21.40505,0,0,?
28.55831,58.353512,63.25167,54.09836,65.517241,50,21.844127,0,0,?
25.849403,60.048426,62.583519,54.644809,68.318966,46.363633,21.29528,0,25.714286,?
25.436179,41.64649,60.356347,54.644809,83.836207,50.909088,21.734358,0,68.571429,C17
27.961432,51.815981,77.505568,54.644809,67.672414,54.545455,14.818881,0,0,C24
24.747475,64.40678,81.514477,49.180327,64.224138,51.818181,13.062569,0,31.428571,C29
34.986226,74.576271,79.732739,56.284152,41.163793,10.90909,17.453348,21.904762,0,C38
46.464646,83.292978,84.855234,26.775957,33.189655,0,28.649836,0,0,?
43.939394,66.585956,83.296214,33.333333,47.413793,16.363637,27.77168,0,20,?
40.587695,71.670702,79.955457,45.355191,46.336207,8.181816,25.466521,0,0,?
43.02112,56.174334,81.291759,31.693989,51.939655,17.272725,30.406148,0,48.571428,C41
43.02112,56.174334,81.291759,31.693989,54.094828,17.272725,30.406148,0,48.571428,C41
43.02112,57.86925,79.732739,33.333333,51.50862,20.909092,30.07684,0,45.714286,?
16.483012,100,81.737194,79.234973,44.396551,14.545457,3.073546,0,34.285715,C00
29.063361,70.460048,86.191537,53.551912,46.336207,49.090907,13.611416,0,91.428571,?
19.100092,63.196126,79.510022,69.945354,65.948276,55.454542,8.891329,0,0,C07
17.21763,55.447942,79.732739,66.666667,71.336207,62.72727,9.659715,0,0,?
19.742883,65.617434,80.400891,68.306011,55.603449,59.999997,10.428102,0,0,?
18.916437,54.96368,79.732739,68.306011,65.086206,55.454542,10.537871,0,0,C03
17.309458,51.57385,78.396437,100,61.422414,62.72727,9.769485,0,0,C02
18.82461,63.680387,79.732739,65.573771,62.715517,40.909091,12.403952,0,0,?
16.253443,60.774819,77.728285,64.480875,74.13793,34.545456,10.428102,0,0,C06
18.503214,55.205811,77.951002,65.027322,66.37931,54.545455,11.416027,0,0,C04
28.741964,53.268766,83.296214,44.808742,53.232759,58.181816,20.636663,0,62.857143,C31
17.125803,57.86925,75.946548,70.491803,74.353448,6.363635,14.379803,0,54.285714,?
19.008264,47.941889,74.164811,65.573771,74.784483,60.90909,12.733261,0,0,?
29.614324,63.680387,76.391982,62.295082,52.801724,46.363633,16.684963,0,0,?
24.242424,35.59322,72.383073,47.540984,80.603448,56.363635,19.978047,0,68.571429,?
27.364555,53.995158,65.924276,62.295082,67.025862,54.545455,18.770582,4.444444,0,C22
20.202019,48.910412,63.474388,62.84153,74.568965,51.818181,18.770582,3.492063,62.857143,?
27.777777,45.762713,61.469933,29.508197,86.206896,31.818182,25.686059,0,57.142857,?
54.86685,75.060532,64.587973,48.087431,28.87931,7.272728,40.724478,0,0,C47
57.85124,17.433415,0,86.885245,51.293103,73.63636,67.618002,0,97.142858,?
100,38.014529,0,38.797814,7.543103,10.90909,100,0,68.571429,?
66.528925,12.106538,0,26.229508,73.275862,0,83.424808,0,0,C48
69.972452,7.021791,0,25.136612,70.474138,0,86.498353,0,0,C49
71.717172,46.246974,0,20.765027,47.629311,5.454548,80.351262,0,0,?
31.083562,66.101696,85.300668,53.005465,59.051724,51.818181,12.403952,0,39.999999,C35
28.971533,64.891042,86.636971,56.830601,55.387931,46.363633,13.172339,0,0,?
28.191001,60.774819,86.859688,61.202186,54.310345,50,13.501647,0,28.571428,C34
22.635445,72.397095,81.959911,83.060109,48.491379,58.181816,8.78156,0,0,C16
21.028466,62.227604,81.069042,67.759562,58.62069,59.090909,10.428102,0,82.857143,C15
28.879706,61.01695,83.741648,56.284152,55.818965,52.727274,14.709111,0,0,?
21.671257,60.532688,78.841871,65.027322,65.301724,50.909088,11.196487,0,0,C14
22.589532,66.585956,77.505568,77.595628,58.405172,56.363635,9.989024,0,0,?
44.168962,59.806295,81.959911,46.994535,63.362069,49.090907,15.806806,0,0,?
30.165289,53.268766,81.514477,69.398907,58.189655,52.727274,16.136115,0,34.285715,C32
20.752984,53.510896,80.400891,53.005465,63.362069,50.909088,16.684963,0,0,C12
39.761249,73.84988,50.77951,62.295082,46.982758,44.545452,30.406148,0,48.571428,C40
39.164371,68.280872,46.547884,75.409835,51.077587,48.181819,27.332601,8.571429,48.571428,?
44.168962,73.123487,22.494432,58.469945,51.293103,30.000001,44.56641,0,0,C44
27.456382,65.375303,88.641425,48.63388,57.758621,52.727274,11.745335,0,0,?
26.354453,59.564164,86.859688,55.191256,54.310345,50,14.928651,0,80,C28
22.773186,52.300242,80.623608,69.945354,67.887931,55.454542,11.306257,0,0,?
21.074379,49.878935,78.396437,68.306011,76.50862,59.999997,9.001098,0,0,C09
21.074379,51.815981,79.287305,73.770492,71.767242,59.090909,9.989024,0,0,C11
21.808999,62.953995,78.841871,72.131147,58.836207,61.818183,11.306257,0,0,?
29.201102,59.806295,80.846325,42.62295,65.086206,51.818181,14.599342,2.857143,48.571428,C33
20.523415,51.331719,78.173719,62.84153,68.965517,61.818183,12.623491,1.904762,71.428572,?
22.681359,54.96368,77.282851,81.967213,62.715517,59.999997,12.074644,0,0,?
20.431588,54.721549,70.824053,51.36612,68.103448,52.727274,18.990121,0,68.571429,C10
28.650137,51.331719,81.737194,51.912569,59.482758,56.363635,17.563118,0,100,?
25.436179,70.702179,81.514477,44.808742,63.793104,10.000002,16.684963,0,0,C30
18.135904,62.953995,78.619154,57.377048,61.637931,50.909088,13.721186,0,0,?
20.890725,60.774819,79.510022,59.562841,62.284483,50.909088,14.928651,0,28.571428,?
