Attribute1,Attribute2,Attribute3,Attribute4,Cluster
49.044332,51.392698,34.175755,30.93481,C1
18.93495,41.418436,50.580727,41.508654,C1
67.427522,77.482175,65.550617,61.694966,C1
39.400127,20.86755,63.178133,46.407125,C1
39.448277,52.033895,36.954105,37.592258,C1
47.641856,38.862246,44.770962,34.316533,C1
44.693044,38.193919,41.852865,41.090162,C1
41.473216,39.376003,55.139538,61.694966,C1
49.744067,31.370254,49.74097,41.72044,C1
41.442081,59.415621,52.471922,42.347642,C1
52.595156,33.518845,55.042026,54.680838,C1
39.117608,25.7712,43.873835,27.90505,C1
44.173476,32.138843,62.96273,52.530572,C1
49.917223,30.64804,50.44998,61.694966,C1
42.568847,24.734714,33.572167,58.481945,C1
45.578771,38.239312,40.497663,39.557973,C1
48.026061,63.011337,41.791271,40.723662,C1
44.354006,39.926475,41.278356,23.75673,C1
47.35872,58.588726,36.545657,26.194382,C1
47.653107,40.01362,37.780772,28.453214,C1
45.450858,63.703059,48.84153,32.313641,C1
38.834107,53.600498,42.871152,39.261516,C1
34.530114,22.249925,63.52187,43.366178,C1
35.364481,30.283642,52.923059,46.407125,C1
46.318954,54.963229,32.935511,37.146619,C1
40.279272,55.536426,33.241403,37.968381,C1
43.328285,58.243925,56.572206,54.680838,C1
36.953592,54.907521,50.973001,62.713501,C1
39.413694,53.705713,40.550592,29.67474,C1
18.412223,42.28227,56.189837,41.72044,C1
36.134415,41.713597,63.805152,44.736896,C1
37.314767,14.67332,58.753773,41.508654,C1
34.649846,37.222075,56.479521,41.508654,C1
29.328185,33.631928,55.614541,44.736896,C1
14.136382,26.734762,58.088625,50.380306,C1
48.946774,25.76171,41.500547,14.26126,C1
31.549588,50.96034,58.051317,56.748472,C1
27.129763,44.074537,63.045124,63.55249,C1
51.284675,64.916683,55.62525,46.407125,C1
17.642957,14.532023,58.293603,58.654019,C1
43.253216,32.374285,51.553376,50.380306,C1
41.822549,38.413901,34.081881,25.468379,C1
42.266922,56.994258,53.495372,48.312671,C1
42.258453,58.013033,62.73717,48.312671,C1
28.741954,49.703227,63.847187,63.340704,C1
58.053829,49.513853,57.795505,60.324247,C1
22.613486,35.600062,53.575151,43.366178,C1
48.015011,34.99059,45.990859,21.895338,C1
48.092472,64.729011,48.687805,45.324398,C1
8.237261,25.280726,50.200604,41.508654,C1
32.643281,42.45929,59.157595,48.312671,C1
44.142957,19.735397,47.945861,19.15487,C1
49.185007,31.873843,49.948596,44.736896,C1
48.806402,46.604226,48.32466,44.642295,C1
37.979654,43.51096,64.488485,54.680838,C1
46.898036,57.288371,48.711504,27.703646,C1
45.882886,21.986828,38.382483,49.609951,C1
48.767388,26.198931,56.558764,43.366178,C1
42.334856,20.314216,37.467456,20.205402,C1
47.106115,29.403037,46.290181,31.050606,C1
38.093824,26.891676,63.7093,41.72044,C1
32.110737,37.54782,61.576857,61.694966,C1
47.234431,36.590072,42.25238,52.462423,C1
28.220561,12.550151,63.143456,63.340704,C1
38.037884,26.659719,59.0153,41.72044,C1
40.369279,23.647837,41.986779,27.81165,C1
25.065155,40.219035,55.097855,63.340704,C1
42.148561,60.279913,52.591591,54.680838,C1
40.384784,33.395572,62.072927,63.340704,C1
47.871795,60.633804,50.469438,58.654019,C1
37.720744,19.271266,38.113363,32.221982,C1
24.905704,39.760822,64.237014,62.713501,C1
42.430753,55.725023,51.501,50.380306,C1
39.927033,41.181743,53.105377,42.347642,C1
38.94522,37.033027,41.471384,40.612671,C1
32.910534,34.396713,52.5693,54.680838,C1
38.412991,22.546863,51.905258,60.324247,C1
39.1998,49.336396,58.250328,61.694966,C1
42.515475,18.282222,64.316843,54.680838,C1
40.457676,41.098636,47.039951,27.354042,C1
41.954904,25.674944,53.565916,42.347642,C1
47.73701,44.218146,47.225454,14.226761,C1
45.793835,32.69361,34.170995,17.624367,C1
38.220152,38.22579,64.923783,42.347642,C1
47.64168,47.673961,33.205838,24.284416,C1
51.020254,30.709846,58.948879,44.736896,C1
40.016046,51.576699,37.385129,61.105613,C1
48.850839,65.032048,59.831978,62.713501,C1
58.546932,29.536616,64.249802,46.407125,C1
44.057782,31.726968,34.9477,26.612421,C1
29.639184,19.273639,55.584389,46.407125,C1
37.139799,46.716915,39.389993,24.770824,C1
42.266558,33.781872,33.355624,33.802812,C1
49.384201,25.880464,35.778791,35.469249,C1
42.465324,23.869958,42.225178,33.438405,C1
47.521745,47.111653,45.890633,19.703464,C1
48.672423,58.788788,37.762906,46.909669,C1
49.357269,32.539359,62.169969,44.736896,C1
48.407724,59.429943,37.909223,34.330464,C1
35.623806,15.89973,56.11408,58.654019,C1
37.60967,56.336512,36.486192,33.683665,C1
43.123943,26.348191,54.439159,56.748472,C1
22.057144,47.40574,54.277507,43.366178,C1
48.781333,32.850262,42.111074,32.60873,C1
41.380717,39.434597,53.650203,58.654019,C1
37.111395,46.868185,63.759028,41.72044,C1
44.470769,48.428335,53.606425,54.680838,C1
44.601955,50.64245,44.944532,39.015584,C1
45.470755,60.102471,60.925167,61.694966,C1
27.828201,28.675965,51.103027,60.324247,C1
48.306038,47.076584,41.246378,27.313867,C1
35.717438,19.770696,52.99843,44.736896,C1
49.166708,45.377874,36.670069,12.749912,C1
42.630161,52.324945,53.313137,62.713501,C1
38.729439,35.245744,37.458271,45.45838,C1
43.35056,54.279024,39.833906,37.198676,C1
42.133208,36.079477,33.175871,37.036874,C1
39.84445,55.978396,47.23365,49.651085,C1
10.27992,6.200188,54.021443,61.694966,C1
39.441783,54.278903,44.657898,56.284042,C1
19.697723,3.927222,54.940359,52.530572,C1
42.17733,50.601555,45.345857,24.914076,C1
42.727619,30.951214,43.152842,39.359181,C1
33.562836,20.885088,52.521399,44.736896,C1
44.352534,47.607738,39.484052,24.543265,C1
51.259518,45.5308,58.241613,63.340704,C1
46.424289,29.435742,37.886194,39.741984,C1
19.277009,21.285711,55.031048,48.312671,C1
47.273042,35.500931,43.847086,24.233076,C1
40.706266,42.939627,37.72895,32.888963,C1
46.260044,27.09988,45.844676,28.074027,C1
58.932144,40.317678,62.586177,41.508654,C1
44.76581,56.728903,57.895681,42.347642,C1
32.10744,20.529434,59.430603,60.324247,C1
25.658006,12.294314,50.035901,62.713501,C1
42.896257,61.127205,55.492878,58.654019,C1
31.817672,51.2111,65.253407,62.713501,C1
33.201687,22.642813,52.477654,54.680838,C1
11.822694,13.400534,65.436697,52.530572,C1
33.283942,31.672726,61.874854,43.366178,C1
19.533263,34.279082,49.596798,56.748472,C1
42.787611,39.633762,64.981455,50.380306,C1
36.878398,43.065951,54.539687,63.55249,C1
46.974188,41.177039,58.598908,63.55249,C1
45.143597,40.295282,37.948392,37.12592,C1
37.902433,36.68385,58.743147,41.72044,C1
48.028817,31.190366,40.927245,39.658559,C1
55.380578,65.423673,61.392343,42.347642,C1
39.777813,47.767327,36.409849,24.365537,C1
48.579005,45.282852,32.690024,46.153025,C1
44.30198,46.381419,48.619289,36.937159,C1
39.935565,34.778194,34.475881,46.757787,C1
48.325267,44.937866,50.81594,62.713501,C1
48.043202,29.546786,38.520738,37.664661,C1
30.374924,10.7211,60.457455,56.748472,C1
43.70986,22.338976,37.406415,26.270235,C1
11.642641,1.630509,53.695992,52.530572,C1
18.16688,16.184771,49.869387,42.347642,C1
25.872352,12.268356,65.523314,41.508654,C1
43.049138,47.161185,32.675727,26.011231,C1
37.899928,48.455992,42.072961,43.994747,C1
32.326065,39.772276,51.654926,50.380306,C1
42.144761,40.48826,45.152946,45.561446,C1
46.267129,53.799383,48.26444,14.54471,C1
42.435271,51.835802,33.410799,37.40958,C1
45.028281,52.966378,55.573863,48.312671,C1
46.43403,56.055625,36.428084,46.392477,C1
37.328623,23.807271,32.905209,48.455901,C1
45.3867,63.630131,34.453188,30.234003,C1
50.001252,58.822635,50.134032,61.694966,C1
42.84082,37.845287,35.873051,20.492997,C1
37.712262,49.620726,47.982516,35.793304,C1
43.368519,29.782399,36.6757,43.609541,C1
36.175517,21.971134,61.502726,43.366178,C1
41.289149,24.861971,37.520368,29.495105,C1
37.750986,54.303389,41.723509,21.157398,C1
36.646004,34.783818,56.676002,58.654019,C1
37.878131,33.727051,39.62338,37.013364,C1
42.697742,32.45686,37.342273,14.672212,C1
37.533179,51.643235,59.707935,58.654019,C1
40.117367,32.912372,45.855419,21.343129,C1
37.170267,30.371297,41.496374,30.495112,C1
44.937557,55.409266,42.6052,26.263159,C1
43.47057,42.951812,41.211935,33.444004,C1
37.375187,35.560199,40.571626,37.667185,C1
32.683276,54.23031,56.214223,54.680838,C1
47.200792,54.711515,58.727728,52.530572,C1
23.345941,18.066906,53.114561,50.380306,C1
43.33211,29.286576,46.468627,37.029655,C1
43.262768,54.066985,54.923498,52.530572,C1
59.666588,42.473665,58.847212,44.736896,C1
37.81761,32.612085,39.500393,47.264035,C1
42.066268,24.277995,47.587325,38.510868,C1
56.991624,28.713095,61.443814,62.713501,C1
46.854115,45.72305,45.055937,23.422149,C1
32.338915,20.572733,65.515873,63.340704,C1
50.581833,35.294523,50.542061,43.366178,C1
43.340794,28.300416,36.113259,59.060573,C1
49.565273,41.593609,45.08138,43.548976,C1
51.236135,48.799707,63.930871,43.366178,C1
32.128696,33.829886,53.74696,60.324247,C1
44.558511,34.0669,40.712043,35.867261,C1
26.072943,10.724633,54.792399,54.680838,C1
29.718746,46.004374,62.697784,48.312671,C1
43.482853,31.730984,39.819559,33.625767,C1
53.066323,32.581435,57.313731,61.694966,C1
18.036739,39.390657,60.234962,54.680838,C1
49.207987,39.532978,44.929531,46.800045,C1
39.955915,40.282368,43.337959,44.074259,C1
26.565228,38.569345,58.804808,61.694966,C1
55.553658,30.504891,65.451262,41.72044,C1
39.463756,55.726445,63.911026,43.366178,C1
42.684566,32.990828,54.961963,56.748472,C1
24.18518,41.632765,57.470339,48.312671,C1
48.007586,54.651359,45.392986,36.466997,C1
38.268327,22.710888,35.931595,37.965846,C1
45.359127,38.659065,45.795367,39.453738,C1
43.978296,40.753943,40.670428,48.021703,C1
29.017426,49.758741,54.150782,46.407125,C1
43.791586,35.981838,42.263978,41.492099,C1
33.443821,51.456515,59.748043,60.324247,C1
40.254014,16.655301,47.070757,62.152916,C1
42.921049,25.254083,52.72217,52.530572,C1
17.371135,29.769494,50.852059,56.748472,C1
41.596373,61.039631,34.38251,24.075264,C1
40.483613,18.08449,42.186244,42.686709,C1
24.389634,10.451602,56.302851,58.654019,C1
37.127692,30.069538,47.402912,25.34274,C1
29.996432,49.648524,60.723507,58.654019,C1
10.699678,27.446885,53.098555,63.340704,C1
25.539695,33.803239,56.127388,62.713501,C1
44.578031,22.584146,35.826977,47.239853,C1
42.275229,54.998906,47.068662,31.150916,C1
38.850883,53.14713,52.667297,52.530572,C1
35.104993,14.017801,56.131763,60.324247,C1
38.528596,35.907261,61.377527,58.654019,C1
38.998001,45.583193,45.788562,27.751481,C1
40.127687,40.138169,37.109037,30.867289,C1
41.493126,29.936082,34.878128,18.763416,C1
44.218102,49.451855,35.697956,37.46599,C1
46.707866,38.367087,39.239452,15.358547,C1
25.213519,37.376549,56.975743,41.72044,C1
46.551573,44.768091,38.33899,45.627126,C1
46.554216,49.650022,47.857266,37.166712,C1
47.125647,52.236943,34.159833,35.343885,C1
42.168181,49.260141,32.648425,32.787693,C1
47.015705,26.335496,45.036982,57.009758,C1
39.823358,16.392488,61.25035,41.72044,C1
49.411636,62.872106,46.085286,35.208492,C1
38.15315,42.653726,44.442947,29.830898,C1
55.323606,58.149915,53.322992,48.312671,C1
40.155222,34.957763,43.452734,36.309648,C1
51.363105,67.68226,62.947713,61.694966,C1
47.981963,40.44245,36.488622,23.617116,C1
37.71532,26.623339,37.931028,22.046074,C1
48.925845,29.977232,62.030122,44.736896,C1
48.007083,39.508391,48.881202,31.044004,C1
30.820292,22.371354,63.00991,56.748472,C1
34.917087,32.352197,65.966121,50.380306,C1
51.691307,63.749,59.901969,63.340704,C1
48.919188,62.707903,34.872815,35.879881,C1
29.664379,21.969399,50.139596,62.713501,C1
41.368371,30.803959,54.524335,50.380306,C1
38.59746,22.832473,42.774395,27.435494,C1
30.109231,17.120661,57.80184,41.72044,C1
37.57379,38.173951,38.502654,47.281736,C1
40.023572,51.882196,52.28999,63.340704,C1
39.624554,16.746121,43.661114,32.94459,C1
28.56832,38.250075,56.00234,63.340704,C1
48.407258,44.803071,39.949686,43.549637,C1
41.68151,33.808522,43.867634,35.941979,C1
48.993426,27.357028,49.911539,62.713501,C1
44.947788,35.635378,38.087016,30.627574,C1
48.736543,51.686577,45.096849,48.38535,C1
34.140019,47.267447,63.606543,61.694966,C1
42.538304,46.072238,36.739389,38.471586,C1
32.23446,12.48162,59.070308,62.713501,C1
23.514907,12.569752,61.267144,42.347642,C1
39.001323,22.458746,44.993086,33.457661,C1
44.682372,41.361447,36.765552,25.070312,C1
44.574469,46.514081,35.840435,47.107369,C1
36.443463,30.115383,51.321531,44.736896,C1
50.394808,44.059368,60.400369,63.55249,C1
38.240992,35.357965,36.446722,39.180362,C1
39.956997,47.413624,35.546494,25.920112,C1
30.415233,42.429786,52.264849,63.340704,C1
39.022806,17.588003,56.686427,61.694966,C1
38.869295,58.677105,34.095104,14.55517,C1
30.759972,49.619085,64.567158,62.713501,C1
38.949108,18.154756,46.124841,35.377535,C1
46.717732,46.519754,43.108612,12.811811,C1
46.724968,23.151207,36.459124,39.588525,C1
25.871383,25.380496,55.983434,43.366178,C1
43.415158,43.522264,42.23758,36.71639,C1
47.131361,61.125501,47.041242,31.312277,C1
1.510581,0,61.24621,61.694966,C1
41.006693,19.59263,42.906282,36.978127,C1
46.147761,35.620966,50.199179,52.530572,C1
37.833631,41.825833,39.604055,37.550628,C1
45.50554,52.461418,42.967909,43.483153,C1
34.974059,24.467799,63.609828,63.340704,C1
39.068111,56.041161,61.341425,60.324247,C1
45.419169,55.229273,34.85582,35.038005,C1
36.411157,41.945501,49.396764,52.530572,C1
42.434503,26.294428,32.790569,39.119433,C1
44.915546,45.973217,63.959229,48.312671,C1
40.408645,47.546514,35.113978,44.139167,C1
38.116452,31.010312,33.650873,29.36121,C1
31.331214,35.934993,61.912431,48.312671,C1
45.02954,35.201979,59.081587,42.347642,C1
19.987503,30.28087,59.660923,48.312671,C1
30.207859,51.724357,60.066488,63.340704,C1
39.92298,55.298514,44.702162,38.175504,C1
38.877752,55.344795,35.115906,36.946902,C1
40.486156,31.493342,38.848586,45.018925,C1
43.796746,36.085504,38.738069,42.290328,C1
52.415141,37.168918,61.973606,50.380306,C1
39.792789,35.994417,39.048335,39.493153,C1
56.820255,64.16167,65.416384,62.713501,C1
52.139771,47.562757,54.62369,52.530572,C1
30.901641,27.162028,64.940057,54.680838,C1
48.858377,22.721673,34.703318,41.128034,C1
48.524713,28.007086,33.699763,25.459011,C1
38.322115,24.667443,35.764143,26.796983,C1
44.212753,31.272427,63.076415,56.748472,C1
46.738548,31.239353,57.880043,52.530572,C1
48.036255,61.216391,40.507065,5.548819,C1
46.834369,63.083449,35.505733,43.310991,C1
46.327612,62.63105,43.12626,46.89771,C1
40.425333,31.506706,34.308144,33.19265,C1
2.151443,4.33001,58.645066,41.508654,C1
34.838331,24.556484,55.446401,44.736896,C1
42.258918,28.683188,44.880558,39.112301,C1
37.652018,50.90348,35.92479,41.227529,C1
32.308925,45.759355,61.522956,52.530572,C1
39.01718,22.849801,44.144497,40.451894,C1
37.94765,16.49089,35.320465,24.442139,C1
20.783764,34.958863,53.715652,43.366178,C1
47.182015,50.132085,43.271304,26.513158,C1
39.057842,41.36237,35.263849,46.178431,C1
37.952911,22.447745,35.496531,22.334341,C1
46.834784,47.445524,65.891554,58.654019,C1
39.371106,59.690556,41.372968,38.679856,C1
39.872804,44.001051,47.668445,42.312714,C1
45.668703,42.085792,36.772525,39.234601,C1
61.689551,40.478904,50.472573,48.312671,C1
34.663577,55.187505,58.578762,60.324247,C1
34.430969,29.023464,61.853468,42.347642,C1
37.584563,38.06295,45.925762,34.181547,C1
27.601559,34.381117,50.987264,48.312671,C1
35.908503,29.109729,63.481611,63.340704,C1
41.464533,29.580495,43.966888,44.753021,C1
52.059278,43.343266,51.022745,62.713501,C1
37.744127,30.087078,34.706637,19.958115,C1
23.298093,39.256785,58.691023,62.713501,C1
39.200467,22.009161,40.748279,33.050235,C1
39.399233,23.668632,49.087822,31.574103,C1
44.821574,29.748489,34.104725,38.786019,C1
32.16523,27.21777,62.637329,48.312671,C1
41.593642,32.130141,44.564677,40.853059,C1
28.092522,35.897682,50.611096,46.407125,C1
44.806787,48.753916,45.495006,31.766843,C1
25.224644,29.566851,59.665465,58.654019,C1
45.14994,61.973331,42.971362,19.574111,C1
63.157054,54.850314,60.405716,60.324247,C1
20.507626,13.17747,55.534058,42.347642,C1
38.568163,21.412141,57.431572,58.654019,C1
55.502337,30.977061,60.786375,46.407125,C1
39.714524,44.427568,37.492764,28.727858,C1
51.264124,30.166811,60.875775,41.72044,C1
49.809747,42.713651,51.092787,60.324247,C1
68.350211,77.803334,56.759049,54.680838,C1
33.567707,34.177442,60.888227,56.748472,C1
36.547729,31.477401,54.79136,56.748472,C1
48.874046,59.31574,37.848836,31.589578,C1
53.60229,65.186251,64.185074,43.366178,C1
37.765622,38.880176,33.568798,49.159,C1
42.525807,24.913464,62.966267,48.312671,C1
44.94093,54.871746,40.467863,30.803957,C1
42.368772,20.566297,42.778535,45.467396,C1
56.602322,33.491487,65.965819,61.694966,C1
49.253091,41.647385,42.215892,30.946901,C1
41.954036,27.947984,33.252834,38.605679,C1
42.503783,35.400341,54.27511,46.407125,C1
45.505024,42.767927,37.870943,44.095884,C1
42.742167,26.29338,41.380426,44.450437,C1
44.496279,50.25963,45.286089,33.649729,C1
43.56351,47.232739,54.768616,63.55249,C1
41.749091,19.451707,58.120084,58.654019,C1
46.518123,62.386219,36.177904,24.790674,C1
39.461101,26.240213,39.422759,35.181037,C1
37.901678,39.37546,48.043674,32.229654,C1
39.059629,33.914788,59.253347,56.748472,C1
62.347126,38.982936,65.241574,46.407125,C1
40.967151,49.632067,63.064432,63.340704,C1
41.418988,22.735873,45.503789,50.862945,C1
33.813201,52.689576,62.259335,46.407125,C1
47.092901,62.410521,38.256915,25.268364,C1
47.903396,26.964996,40.202229,20.465189,C1
38.751399,52.716568,56.762854,50.380306,C1
44.221462,34.064822,40.601845,18.930232,C1
0,30.621124,51.971276,58.654019,C1
20.503233,34.082697,64.477725,56.748472,C1
45.776279,39.665981,46.997732,27.656847,C1
49.131521,42.776397,44.946024,42.548682,C1
38.023852,17.604213,37.82636,35.166664,C1
42.250814,40.79845,59.223145,62.713501,C1
22.230955,42.144789,51.238065,54.680838,C1
47.656769,33.75309,38.201405,29.968739,C1
40.057928,59.811055,45.605088,31.059016,C1
53.590712,34.104785,56.206865,60.324247,C1
42.073115,57.485315,33.577514,31.131452,C1
38.638009,46.532974,56.544434,56.748472,C1
49.09476,65.696343,43.425984,31.9438,C1
34.165579,23.670316,60.771241,54.680838,C1
40.079549,18.43848,65.880291,48.312671,C1
37.596166,23.275616,57.173799,44.736896,C1
29.435006,19.422685,63.536602,52.530572,C1
42.685862,43.730457,48.201991,34.137074,C1
34.742597,14.968159,51.620283,50.380306,C1
44.733089,35.365429,48.120419,65.944235,C1
44.956308,20.490665,54.595214,63.55249,C1
48.113224,39.304573,50.563045,63.340704,C1
45.779815,41.955897,39.612938,38.633862,C1
34.727269,32.41014,57.137898,50.380306,C1
46.852554,43.303192,35.051831,44.252119,C1
34.191919,39.685245,52.434245,54.680838,C1
17.049527,22.346624,55.542354,61.694966,C1
37.62569,34.382251,53.799437,43.366178,C1
41.400639,42.152603,39.450129,35.718631,C1
40.328039,27.38206,42.25181,32.18011,C1
46.441266,35.626788,42.188355,49.29921,C1
34.61695,27.124471,61.877385,54.680838,C1
42.507106,20.04397,65.95159,48.312671,C1
46.624591,34.309949,40.182771,36.724127,C1
