@relation glass-train

@attribute RI numeric
@attribute Na numeric
@attribute Mg numeric
@attribute Al numeric
@attribute Si numeric
@attribute K numeric
@attribute Ca numeric
@attribute Ba numeric
@attribute Fe numeric
@attribute cluster {C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50}

@data
16.253443,60.774819,77.728285,64.480875,74.13793,34.545456,10.428102,0,0,?
19.742883,64.648911,77.728285,67.213114,61.206897,60.90909,10.976949,0,28.571428,C07
18.503214,55.205811,77.951002,65.027322,66.37931,54.545455,11.416027,0,0,C03
19.513315,44.067797,77.505568,86.338798,73.706897,57.272728,10.976949,0,25.714286,?
28.741964,53.268766,83.296214,44.808742,53.232759,58.181816,20.636663,0,62.857143,C33
17.21763,60.774819,74.387528,64.480875,70.905172,35.454543,12.513722,0,0,?
19.008264,47.941889,74.164811,65.573771,74.784483,60.90909,12.733261,0,0,C01
29.614324,63.680387,76.391982,62.295082,52.801724,46.363633,16.684963,0,0,C37
28.741964,55.447942,80.623608,42.076503,54.525861,58.181816,22.502745,0,42.857143,?
24.242424,35.59322,72.383073,47.540984,80.603448,56.363635,19.978047,0,68.571429,?
21.763085,46.973365,64.142539,77.595628,73.275862,66.363632,16.026345,0,0,C09
27.364555,53.995158,65.924276,62.295082,67.025862,54.545455,18.770582,4.444444,0,C23
20.202019,48.910412,63.474388,62.84153,74.568965,51.818181,18.770582,3.492063,62.857143,?
23.645546,39.225181,60.579065,73.224043,65.948276,63.636364,23.600439,0,0,?
27.777777,45.762713,61.469933,29.508197,86.206896,31.818182,25.686059,0,57.142857,C17
57.85124,17.433415,0,86.885245,51.293103,73.63636,67.618002,0,97.142858,C49
46.235078,89.588378,0,38.797814,61.637931,9.090909,48.737651,0,22.857144,?
27.68595,72.397095,0,14.754098,100,0,42.919868,0,0,C32
66.528925,12.106538,0,26.229508,73.275862,0,83.424808,0,0,?
69.972452,7.021791,0,25.136612,70.474138,0,86.498353,0,0,?
28.971533,64.891042,86.636971,56.830601,55.387931,46.363633,13.172339,0,0,?
28.191001,60.774819,86.859688,61.202186,54.310345,50,13.501647,0,28.571428,?
21.028466,62.227604,81.069042,67.759562,58.62069,59.090909,10.428102,0,82.857143,C15
28.879706,61.01695,83.741648,56.284152,55.818965,52.727274,14.709111,0,0,C36
20.56933,53.268766,78.841871,72.677596,67.887931,58.181816,10.428102,0,60.000001,?
22.589532,66.585956,77.505568,77.595628,58.405172,56.363635,9.989024,0,0,C16
44.168962,59.806295,81.959911,46.994535,63.362069,49.090907,15.806806,0,0,C46
30.165289,53.268766,81.514477,69.398907,58.189655,52.727274,16.136115,0,34.285715,C34
20.752984,53.510896,80.400891,53.005465,63.362069,50.909088,16.684963,0,0,C13
39.761249,73.84988,50.77951,62.295082,46.982758,44.545452,30.406148,0,48.571428,?
39.164371,68.280872,46.547884,75.409835,51.077587,48.181819,27.332601,8.571429,48.571428,C42
36.960514,78.692493,30.066815,73.224043,42.025863,35.454543,38.199781,0,51.428572,C43
44.168962,73.123487,22.494432,58.469945,51.293103,30.000001,44.56641,0,0,?
64.233241,71.912833,0,58.469945,30.818965,17.272725,69.813392,0,28.571428,C50
27.456382,65.375303,88.641425,48.63388,57.758621,52.727274,11.745335,0,0,C31
27.364555,62.953995,85.746102,52.459016,64.00862,47.272726,11.416027,0,0,C29
26.354453,59.564164,86.859688,55.191256,54.310345,50,14.928651,0,80,?
21.074379,51.815981,79.287305,73.770492,71.767242,59.090909,9.989024,0,0,C12
21.808999,62.953995,78.841871,72.131147,58.836207,61.818183,11.306257,0,0,?
29.201102,59.806295,80.846325,42.62295,65.086206,51.818181,14.599342,2.857143,48.571428,?
20.523415,51.331719,78.173719,62.84153,68.965517,61.818183,12.623491,1.904762,71.428572,C11
22.681359,54.96368,77.282851,81.967213,62.715517,59.999997,12.074644,0,0,?
20.431588,54.721549,70.824053,51.36612,68.103448,52.727274,18.990121,0,68.571429,?
28.650137,51.331719,81.737194,51.912569,59.482758,56.363635,17.563118,0,100,?
25.436179,70.702179,81.514477,44.808742,63.793104,10.000002,16.684963,0,0,?
18.135904,62.953995,78.619154,57.377048,61.637931,50.909088,13.721186,0,0,C05
20.890725,60.774819,79.510022,59.562841,62.284483,50.909088,14.928651,0,28.571428,C14
